step,time_s,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,agl,dist_xy,dist_3d,target_x,target_y,target_z,plat_vel_x,plat_vel_y,plat_vel_z,cmd_vx,cmd_vy,cmd_vz,cmd_speed,cmd_yaw,landing_phase,descent_phase,assist_type,collision_risk,clutter_density,navigability,escape_active,pred_escape_active,threat_acc,terrain_id,phase_reason,rel_vx_to_pad,rel_vy_to_pad
18,1.665,20.9256,7.7413,25.7893,-0.4299,0.0394,0.7937,0.211,31.137,40.303,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-0.863,0.0111,0.912,1.2557,-0.7331,0,0,0,0.0,0.0,1.0,0,0,10.0,3,SEARCH_PHASE,-0.4299,0.0394
19,1.751,20.9159,7.7424,25.8061,-0.4864,0.0516,0.8383,0.228,31.13,40.308,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-0.8906,-0.0282,0.96,1.3098,-0.7765,0,0,0,0.0,0.0,1.0,0,0,9.5,3,SEARCH_PHASE,-0.4864,0.0516
20,1.831,20.905,7.7436,25.8237,-0.5445,0.063,0.8826,0.246,31.122,40.313,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-0.9183,-0.0674,1.008,1.3652,-0.7274,0,0,0,0.0,0.0,1.0,0,0,9.0,3,SEARCH_PHASE,-0.5445,0.063
21,1.911,20.893,7.745,25.8423,-0.6016,0.0691,0.9275,0.264,31.113,40.318,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-0.9459,-0.1067,1.056,1.4217,-0.771,0,0,0,0.0,0.0,1.0,0,0,8.5,3,SEARCH_PHASE,-0.6016,0.0691
22,2.0,20.8798,7.7465,25.8617,-0.6602,0.0741,0.9724,0.284,31.103,40.323,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-0.9734,-0.146,1.104,1.4791,-0.721,0,0,0,0.0,0.0,1.0,0,0,8.0,3,SEARCH_PHASE,-0.6602,0.0741
23,2.082,20.8654,7.748,25.8821,-0.7176,0.0735,1.0178,0.304,31.093,40.328,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.001,-0.1853,1.152,1.5373,-0.7653,0,0,0,0.038,0.026,0.974,0,0,6.0,3,SEARCH_PHASE,-0.7176,0.0735
24,2.161,20.8499,7.7494,25.9034,-0.776,0.0713,1.0634,0.325,31.081,40.332,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.0285,-0.2246,1.2,1.5964,-0.7208,0,0,0,0.057,0.022,0.978,0,0,4.0,3,SEARCH_PHASE,-0.776,0.0713
25,2.243,20.8332,7.7506,25.9256,-0.833,0.063,1.1098,0.347,31.069,40.337,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.0561,-0.2639,1.248,1.656,-0.7665,0,0,0,0.096,0.035,0.965,0,0,2.0,3,SEARCH_PHASE,-0.833,0.063
26,2.325,20.8155,7.7517,25.9487,-0.8881,0.0519,1.1574,0.37,31.055,40.341,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.0836,-0.3033,1.296,1.7163,-0.7148,0,0,0,0.11,0.043,0.957,0,0,0.0,3,SEARCH_PHASE,-0.8881,0.0519
27,2.408,20.7967,7.7523,25.9728,-0.9391,0.0333,1.2054,0.395,31.04,40.345,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.111,-0.3426,1.344,1.7771,-0.7313,0,0,0,0.139,0.057,0.943,0,0,0.0,3,SEARCH_PHASE,-0.9391,0.0333
28,2.49,20.7769,7.7526,25.9979,-0.988,0.0115,1.2543,0.42,31.024,40.349,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.1385,-0.382,1.392,1.8384,-0.6793,0,0,0,0.218,0.067,0.933,0,0,0.0,3,SEARCH_PHASE,-0.988,0.0115
29,2.572,20.7563,7.7523,26.024,-1.0318,-0.0153,1.3031,0.446,31.008,40.353,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.1659,-0.4214,1.44,1.9001,-0.7242,0,0,0,0.582,0.116,0.884,0,0,0.0,3,SEARCH_PHASE,-1.0318,-0.0153
30,2.657,20.7349,7.7514,26.051,-1.0723,-0.0427,1.3529,0.473,30.99,40.357,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.1933,-0.4608,1.488,1.9623,-0.6726,0,0,0,0.636,0.119,0.881,0,0,0.0,3,SEARCH_PHASE,-1.0723,-0.0427
31,2.743,20.7127,7.7499,26.0791,-1.1078,-0.0757,1.4019,0.501,30.971,40.36,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.2255,-0.4252,1.536,2.0104,-0.7015,0,0,0,0.953,0.123,0.877,0,0,0.0,3,SEARCH_PHASE,-1.1078,-0.0757
32,2.824,20.6899,7.7477,26.1081,-1.1399,-0.1097,1.4499,0.53,30.952,40.364,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.2511,-0.4658,1.584,2.0715,-0.6501,0,0,0,0.686,0.109,0.891,0,0,0.0,3,SEARCH_PHASE,-1.1399,-0.1097
33,2.903,20.6665,7.7448,26.138,-1.1702,-0.148,1.4968,0.56,30.931,40.367,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.2766,-0.5064,1.632,2.133,-0.6809,0,0,0,0.72,0.132,0.868,0,0,0.0,3,SEARCH_PHASE,-1.1702,-0.148
34,2.982,20.6425,7.741,26.1689,-1.2005,-0.1865,1.5445,0.591,30.91,40.371,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.3022,-0.5471,1.68,2.1948,-0.6308,0,0,0,0.704,0.131,0.869,0,0,0.0,3,SEARCH_PHASE,-1.2005,-0.1865
35,3.064,20.6179,7.7365,26.2007,-1.2284,-0.2285,1.592,0.623,30.887,40.374,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.3277,-0.5877,1.7,2.2357,-0.6771,0,0,0,0.743,0.147,0.853,0,0,0.0,3,SEARCH_PHASE,-1.2284,-0.2285
36,3.146,20.5928,7.7311,26.2333,-1.2543,-0.2679,1.6301,0.655,30.864,40.377,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.3532,-0.6284,1.7,2.2618,-0.6274,0,0,0,0.72,0.146,0.854,0,0,0.0,3,SEARCH_PHASE,-1.2543,-0.2679
37,3.222,20.5673,7.7249,26.2664,-1.2763,-0.3087,1.6539,0.688,30.84,40.38,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.3786,-0.6691,1.7,2.2887,-0.6713,0,0,0,0.756,0.157,0.843,0,0,0.0,3,SEARCH_PHASE,-1.2763,-0.3087
38,3.301,20.5414,7.718,26.2998,-1.2963,-0.3475,1.6699,0.722,30.815,40.383,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.404,-0.7098,1.7,2.3163,-0.6246,0,0,0,0.746,0.157,0.843,0,0,0.0,3,SEARCH_PHASE,-1.2963,-0.3475
39,3.376,20.5151,7.7102,26.3334,-1.3136,-0.3892,1.6795,0.755,30.789,40.385,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.4294,-0.7506,1.7,2.3445,-0.6474,0,0,0,0.741,0.148,0.852,0,0,0.0,3,SEARCH_PHASE,-1.3136,-0.3892
40,3.452,20.4885,7.7016,26.3671,-1.3295,-0.4303,1.6862,0.789,30.763,40.386,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.4547,-0.7913,1.7,2.3733,-0.6011,0,0,0,0.728,0.148,0.852,0,0,0.0,3,SEARCH_PHASE,-1.3295,-0.4303
41,3.528,20.4616,7.6921,26.4009,-1.3456,-0.4731,1.6894,0.823,30.736,40.388,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.48,-0.8321,1.7,2.4027,-0.6425,0,0,0,0.732,0.149,0.851,0,0,0.0,3,SEARCH_PHASE,-1.3456,-0.4731
42,3.604,20.4344,7.6818,26.4347,-1.3628,-0.5145,1.6917,0.857,30.708,40.388,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.5053,-0.8729,1.7,2.4327,-0.5963,0,0,0,0.721,0.149,0.851,0,0,0.0,3,SEARCH_PHASE,-1.3628,-0.5145
43,3.68,20.4068,7.6707,26.4686,-1.3802,-0.5583,1.6926,0.891,30.679,40.388,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.5305,-0.9138,1.7,2.4632,-0.6369,0,0,0,0.724,0.149,0.851,0,0,0.0,3,SEARCH_PHASE,-1.3802,-0.5583
44,3.755,20.3788,7.6586,26.5025,-1.3988,-0.6011,1.6933,1.198,30.649,40.388,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.5557,-0.9546,1.7,2.4943,-0.5896,0,0,0,0.688,0.14,0.86,0,0,0.0,3,SEARCH_PHASE,-1.3988,-0.6011
45,3.826,20.3504,7.6457,26.5363,-1.4179,-0.6465,1.6936,1.224,30.619,40.387,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.5809,-0.9955,1.7,2.5259,-0.6267,0,0,0,0.693,0.15,0.85,0,0,0.0,3,SEARCH_PHASE,-1.4179,-0.6465
46,3.899,20.3217,7.6319,26.5702,-1.438,-0.6908,1.6939,1.251,30.587,40.385,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.606,-1.0364,1.7,2.558,-0.581,0,0,0,0.631,0.143,0.857,0,0,0.0,3,SEARCH_PHASE,-1.438,-0.6908
47,3.971,20.2925,7.6171,26.6041,-1.4586,-0.7374,1.6934,1.278,30.555,40.383,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.631,-1.0773,1.7,2.5906,-0.6171,0,0,0,0.634,0.141,0.859,0,0,0.0,3,SEARCH_PHASE,-1.4586,-0.7374
48,4.041,20.2629,7.6015,26.6379,-1.4804,-0.7825,1.6931,1.305,30.522,40.38,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.6561,-1.1183,1.7,2.6236,-0.5752,0,0,0,0.595,0.142,0.858,0,0,0.0,3,SEARCH_PHASE,-1.4804,-0.7825
49,4.113,20.2328,7.5849,26.6718,-1.5029,-0.8297,1.6922,1.332,30.488,40.377,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.681,-1.1593,1.7,2.657,-0.6111,0,0,0,0.591,0.14,0.86,0,0,0.0,3,SEARCH_PHASE,-1.5029,-0.8297
50,4.18,20.2023,7.5674,26.7056,-1.5261,-0.8753,1.6916,1.359,30.453,40.373,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.7059,-1.2003,1.7,2.6909,-0.5649,0,0,0,0.581,0.133,0.867,0,0,0.0,3,SEARCH_PHASE,-1.5261,-0.8753
51,4.247,20.1713,7.5489,26.7394,-1.5497,-0.9229,1.6905,1.386,30.417,40.368,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.7308,-1.2414,1.7,2.7252,-0.6004,0,0,0,0.574,0.131,0.869,0,0,0.0,3,SEARCH_PHASE,-1.5497,-0.9229
52,4.315,20.1398,7.5296,26.7732,-1.5742,-0.9685,1.6898,1.413,30.381,40.362,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.7556,-1.2825,1.7,2.7599,-0.5566,0,0,0,0.503,0.134,0.866,0,0,0.0,3,SEARCH_PHASE,-1.5742,-0.9685
53,4.381,20.1078,7.5093,26.807,-1.5992,-1.0156,1.6888,1.44,30.343,40.356,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.7803,-1.3237,1.7,2.7949,-0.5917,0,0,0,0.496,0.13,0.87,0,0,0.0,3,SEARCH_PHASE,-1.5992,-1.0156
54,4.449,20.0753,7.488,26.8408,-1.6249,-1.0605,1.6881,1.467,30.304,40.349,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.7977,-1.3531,1.7,2.82,-0.5501,0,0,0,0.358,0.124,0.876,0,0,0.0,3,SEARCH_PHASE,-1.6249,-1.0605
55,4.518,20.0423,7.4659,26.8745,-1.651,-1.1066,1.6865,1.494,30.264,40.342,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.7976,-1.3532,1.7,2.82,-0.5823,0,0,0,0.362,0.121,0.879,0,0,0.0,3,SEARCH_PHASE,-1.651,-1.1066
56,4.584,20.0088,7.4429,26.9082,-1.6772,-1.15,1.6839,1.521,30.224,40.334,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.7975,-1.3533,1.7,2.82,-0.5364,0,0,0,0.353,0.126,0.874,0,0,0.0,3,SEARCH_PHASE,-1.6772,-1.15
57,4.65,19.9747,7.419,26.9418,-1.7031,-1.1942,1.68,1.581,30.182,40.325,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.7974,-1.3534,1.7,2.82,-0.5276,0,0,0,0.375,0.131,0.869,0,0,0.0,3,SEARCH_PHASE,-1.7031,-1.1942
58,4.718,19.9401,7.3943,26.9753,-1.7292,-1.2355,1.6766,1.648,30.14,40.315,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.7974,-1.3535,1.7,2.82,-0.5302,0,0,0,0.265,0.13,0.87,0,0,0.0,3,SEARCH_PHASE,-1.7292,-1.2355
59,4.785,19.9051,7.3688,27.0088,-1.7515,-1.2737,1.6741,1.717,30.096,40.305,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.7974,-1.3535,1.7,2.82,-0.5141,0,0,0,0.265,0.126,0.874,0,0,0.0,3,SEARCH_PHASE,-1.7515,-1.2737
60,4.852,19.8696,7.3427,27.0422,-1.7736,-1.3092,1.6723,1.786,30.052,40.294,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.7973,-1.3535,1.7,2.82,-0.5166,0,0,0,0.266,0.127,0.873,0,0,0.0,3,SEARCH_PHASE,-1.7736,-1.3092
61,4.919,19.8338,7.3158,27.0757,-1.7923,-1.341,1.6713,1.857,30.008,40.283,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.7973,-1.3536,1.7,2.82,-0.5111,0,0,0,0.268,0.131,0.869,0,0,0.0,3,SEARCH_PHASE,-1.7923,-1.341
62,4.985,19.7976,7.2884,27.1091,-1.8111,-1.3694,1.671,1.928,29.962,40.272,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.7973,-1.3535,1.7,2.82,-0.5039,0,0,0,0.269,0.136,0.864,0,0,0.0,3,SEARCH_PHASE,-1.8111,-1.3694
63,5.052,19.761,7.2606,27.1425,-1.8259,-1.3945,1.6713,2.0,29.916,40.26,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.7973,-1.3535,1.7,2.82,-0.4981,0,0,0,0.27,0.131,0.869,0,0,0.0,3,SEARCH_PHASE,-1.8259,-1.3945
64,5.118,19.7242,7.2322,27.176,-1.8396,-1.4157,1.6727,2.072,29.87,40.248,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.7974,-1.3535,1.7,2.82,-0.4965,0,0,0,0.27,0.132,0.868,0,0,0.0,3,SEARCH_PHASE,-1.8396,-1.4157
65,5.184,19.6873,7.2036,27.2094,-1.8486,-1.4329,1.6745,2.145,29.823,40.236,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.7974,-1.3535,1.7,2.82,-0.4869,0,0,0,0.269,0.124,0.876,0,0,0.0,3,SEARCH_PHASE,-1.8486,-1.4329
66,5.251,19.6502,7.1747,27.243,-1.8562,-1.4462,1.6768,2.219,29.776,40.223,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.7974,-1.3534,1.7,2.82,-0.4834,0,0,0,0.268,0.131,0.869,0,0,0.0,3,SEARCH_PHASE,-1.8562,-1.4462
67,5.317,19.613,7.1456,27.2766,-1.8591,-1.4551,1.6791,2.302,29.729,40.211,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.7975,-1.3534,1.7,2.82,-0.5056,0,0,0,0.267,0.132,0.868,0,0,0.0,3,SEARCH_PHASE,-1.8591,-1.4551
68,5.383,19.5758,7.1164,27.3102,-1.8609,-1.4596,1.6812,2.39,29.681,40.199,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.7975,-1.3533,1.7,2.82,-0.4806,0,0,0,0.266,0.129,0.871,0,0,0.0,3,SEARCH_PHASE,-1.8609,-1.4596
69,5.45,19.5386,7.0871,27.3439,-1.8598,-1.4618,1.6832,2.478,29.634,40.187,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.7976,-1.3532,1.7,2.82,-0.509,0,0,0,0.265,0.125,0.875,0,0,0.0,3,SEARCH_PHASE,-1.8598,-1.4618
70,5.52,19.5014,7.0579,27.3776,-1.8578,-1.4601,1.6848,2.566,29.587,40.175,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.7976,-1.3532,1.7,2.82,-0.4654,0,0,0,0.263,0.127,0.873,0,0,0.0,3,SEARCH_PHASE,-1.8578,-1.4601
71,5.587,19.4643,7.0288,27.4113,-1.8538,-1.4571,1.6864,2.654,29.54,40.163,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.7977,-1.3531,1.7,2.82,-0.5047,0,0,0,0.262,0.127,0.873,0,0,0.0,3,SEARCH_PHASE,-1.8538,-1.4571
72,5.659,19.4274,6.9998,27.445,-1.8483,-1.4495,1.6873,2.742,29.493,40.151,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.7977,-1.3531,1.7,2.82,-0.4771,0,0,0,0.26,0.128,0.872,0,0,0.0,3,SEARCH_PHASE,-1.8483,-1.4495
73,5.727,19.3905,6.971,27.4788,-1.8415,-1.4407,1.6882,2.829,29.446,40.14,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.7977,-1.353,1.7,2.82,-0.5155,0,0,0,0.26,0.129,0.871,0,0,0.0,3,SEARCH_PHASE,-1.8415,-1.4407
74,5.795,19.3538,6.9424,27.5126,-1.8346,-1.429,1.6884,2.916,29.4,40.129,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.7978,-1.353,1.7,2.82,-0.4746,0,0,0,0.26,0.116,0.884,0,0,0.0,3,SEARCH_PHASE,-1.8346,-1.429
75,5.866,19.3173,6.9141,27.5463,-1.8279,-1.4177,1.6888,3.003,29.353,40.118,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.7978,-1.3529,1.7,2.82,-0.5137,0,0,0,0.26,0.118,0.882,0,0,0.0,3,SEARCH_PHASE,-1.8279,-1.4177
76,5.933,19.2809,6.886,27.5801,-1.8203,-1.4039,1.6887,3.089,29.307,40.107,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.7978,-1.3529,1.7,2.82,-0.4689,0,0,0,0.256,0.124,0.876,0,0,0.0,3,SEARCH_PHASE,-1.8203,-1.4039
77,6.003,19.2446,6.8582,27.6139,-1.8123,-1.3909,1.6886,3.174,29.262,40.097,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.7978,-1.3529,1.7,2.82,-0.508,0,0,0,0.257,0.125,0.875,0,0,0.0,3,SEARCH_PHASE,-1.8123,-1.3909
78,6.078,19.2085,6.8306,27.6476,-1.804,-1.3755,1.6881,3.33,29.216,40.087,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.7979,-1.3528,1.7,2.82,-0.4895,0,0,0,0.259,0.123,0.877,0,0,0.0,3,SEARCH_PHASE,-1.804,-1.3755
79,6.146,19.1726,6.8034,27.6814,-1.7959,-1.361,1.688,3.51,29.171,40.077,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.7979,-1.3528,1.7,2.82,-0.5283,0,0,0,0.261,0.121,0.879,0,0,0.0,3,SEARCH_PHASE,-1.7959,-1.361
80,6.221,19.1369,6.7765,27.7152,-1.7874,-1.3464,1.6879,3.688,29.126,40.068,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.7979,-1.3528,1.7,2.82,-0.4768,0,0,0,0.263,0.123,0.877,0,0,0.0,3,SEARCH_PHASE,-1.7874,-1.3464
81,6.293,19.1013,6.7498,27.7489,-1.779,-1.3352,1.6879,3.866,29.082,40.059,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.7979,-1.3528,1.7,2.82,-0.5154,0,0,0,0.265,0.128,0.872,0,0,0.0,3,SEARCH_PHASE,-1.779,-1.3352
82,6.363,19.0659,6.7233,27.7827,-1.7703,-1.3234,1.6879,4.02,29.038,40.05,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.7979,-1.3529,1.7,2.82,-0.4684,0,0,0,0.267,0.129,0.871,0,0,0.0,3,SEARCH_PHASE,-1.7703,-1.3234
83,6.433,19.0307,6.697,27.8164,-1.7618,-1.3145,1.6879,4.142,28.994,40.041,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.7979,-1.3529,1.7,2.82,-0.5068,0,0,0,0.268,0.133,0.867,0,0,0.0,3,SEARCH_PHASE,-1.7618,-1.3145
84,6.511,18.9956,6.6709,27.8502,-1.7533,-1.3051,1.688,4.262,28.95,40.033,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.7978,-1.3529,1.7,2.82,-0.4569,0,0,0,0.268,0.122,0.878,0,0,0.0,3,SEARCH_PHASE,-1.7533,-1.3051
85,6.593,18.9607,6.645,27.884,-1.7457,-1.2984,1.6881,4.382,28.907,40.025,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.7978,-1.3529,1.7,2.82,-0.4948,0,0,0,0.27,0.125,0.875,0,0,0.0,3,SEARCH_PHASE,-1.7457,-1.2984
86,6.715,18.9259,6.6192,27.9177,-1.7383,-1.2908,1.6882,4.502,28.863,40.017,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.7978,-1.3529,1.7,2.82,-0.4517,0,0,0,0.269,0.129,0.871,0,0,0.0,3,SEARCH_PHASE,-1.7383,-1.2908
87,6.837,18.8913,6.5934,27.9515,-1.7319,-1.2857,1.6885,4.621,28.82,40.009,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.7978,-1.3529,1.7,2.82,-0.4891,0,0,0,0.271,0.126,0.874,0,0,0.0,3,SEARCH_PHASE,-1.7319,-1.2857
