step,time_s,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,agl,dist_xy,dist_3d,target_x,target_y,target_z,plat_vel_x,plat_vel_y,plat_vel_z,cmd_vx,cmd_vy,cmd_vz,cmd_speed,cmd_yaw,landing_phase,descent_phase,assist_type,collision_risk,clutter_density,navigability,escape_active,pred_escape_active,threat_acc,terrain_id,phase_reason,rel_vx_to_pad,rel_vy_to_pad
401,3.143,-14.3958,15.0199,2.0738,-0.5528,1.2821,-0.5687,2.488,1.764,2.573,-15.351,16.5029,0.2,-0.0243,0.584,0.0,-0.5537,1.3302,-0.5714,1.55,0.3157,1,0,0,0.76,0.391,0.609,0,0,0.0,2,LANDING_PHASE,-0.5286,0.6981
402,3.15,-14.4067,15.0456,2.0624,-0.548,1.2858,-0.5675,2.477,1.747,2.553,-15.3515,16.5147,0.2,-0.0245,0.5901,0.0,-0.5251,1.2916,-0.1874,1.4068,0.3539,1,1,0,0.762,0.396,0.604,0,0,0.0,2,DESCENT_PHASE,-0.5235,0.6956
403,3.158,-14.4175,15.0714,2.0539,-0.5406,1.2919,-0.4255,2.469,1.729,2.535,-15.352,16.5266,0.2,-0.0247,0.5961,0.0,-0.498,1.252,-0.3564,1.3938,0.2977,1,1,0,0.76,0.394,0.606,0,0,0.0,2,DESCENT_PHASE,-0.5159,0.6958
404,3.166,-14.4283,15.0974,2.0459,-0.5367,1.2973,-0.3984,2.462,1.712,2.518,-15.3525,16.5387,0.2,-0.025,0.6022,0.0,-0.4711,1.2123,-0.39,1.3578,0.3387,1,1,0,0.762,0.392,0.608,0,0,0.0,2,DESCENT_PHASE,-0.5116,0.695
405,3.173,-14.4389,15.1233,2.038,-0.5327,1.2992,-0.3944,2.454,1.695,2.5,-15.353,16.5509,0.2,-0.0253,0.6083,0.0,-0.444,1.1727,-0.3936,1.3142,0.2983,1,1,0,0.759,0.392,0.608,0,0,0.0,2,DESCENT_PHASE,-0.5074,0.6909
406,3.181,-14.4495,15.1494,2.0302,-0.5291,1.3017,-0.3926,2.447,1.678,2.483,-15.3535,16.5631,0.2,-0.0255,0.6143,0.0,-0.4167,1.1332,-0.3947,1.2703,0.3029,1,1,0,0.757,0.384,0.616,0,0,0.0,2,DESCENT_PHASE,-0.5035,0.6875
407,3.188,-14.46,15.1754,2.0224,-0.5247,1.3014,-0.3911,2.439,1.661,2.466,-15.354,16.5755,0.2,-0.0257,0.6204,0.0,-0.389,1.094,-0.3952,1.2265,0.2922,1,1,0,0.752,0.382,0.618,0,0,0.0,2,DESCENT_PHASE,-0.4989,0.6811
408,3.196,-14.4703,15.2014,2.0146,-0.5169,1.2981,-0.3896,2.432,1.645,2.449,-15.3545,16.5881,0.2,-0.026,0.6262,0.0,-0.3611,1.0549,-0.3955,1.1831,0.3122,1,1,0,0.752,0.376,0.624,0,0,0.0,2,DESCENT_PHASE,-0.4908,0.6719
409,3.205,-14.4805,15.2272,2.0068,-0.5088,1.2909,-0.388,2.425,1.628,2.432,-15.355,16.6007,0.2,-0.0262,0.6321,0.0,-0.3327,1.0162,-0.3958,1.1402,0.3021,1,1,0,0.748,0.375,0.625,0,0,0.0,2,DESCENT_PHASE,-0.4826,0.6588
410,3.213,-14.4905,15.2528,1.9991,-0.497,1.2807,-0.3863,2.417,1.612,2.416,-15.3556,16.6135,0.2,-0.0265,0.638,0.0,-0.304,0.9778,-0.3958,1.0978,0.3205,1,1,0,0.748,0.367,0.633,0,0,0.0,2,DESCENT_PHASE,-0.4705,0.6427
411,3.221,-14.5002,15.2781,1.9914,-0.4847,1.2668,-0.3843,2.41,1.597,2.4,-15.3561,16.6263,0.2,-0.0268,0.6438,0.0,-0.2744,0.94,-0.3961,1.0563,0.3109,1,1,0,0.744,0.37,0.63,0,0,0.0,2,DESCENT_PHASE,-0.458,0.623
412,3.229,-14.5095,15.3031,1.9838,-0.4686,1.2499,-0.3828,2.403,1.582,2.384,-15.3567,16.6393,0.2,-0.027,0.6495,0.0,-0.2692,0.9346,-0.3957,1.05,0.3198,1,1,0,0.744,0.371,0.629,0,0,0.0,2,DESCENT_PHASE,-0.4416,0.6004
413,3.236,-14.5186,15.3277,1.9761,-0.4518,1.2293,-0.3813,2.395,1.568,2.369,-15.3572,16.6524,0.2,-0.0272,0.6554,0.0,-0.2686,0.9351,-0.3949,1.05,0.3105,1,1,0,0.739,0.369,0.631,0,0,0.0,2,DESCENT_PHASE,-0.4245,0.574
414,3.245,-14.5272,15.3518,1.9685,-0.4316,1.2052,-0.3816,2.388,1.554,2.354,-15.3577,16.6657,0.2,-0.0275,0.6611,0.0,-0.2686,0.9365,-0.3917,1.05,0.3499,1,1,0,0.738,0.369,0.631,0,0,0.0,2,DESCENT_PHASE,-0.4041,0.5441
415,3.252,-14.5354,15.3754,1.9609,-0.411,1.1766,-0.3814,2.38,1.542,2.34,-15.3583,16.679,0.2,-0.0277,0.6668,0.0,-0.2684,0.9377,-0.3889,1.05,0.3171,1,1,0,0.735,0.363,0.637,0,0,0.0,2,DESCENT_PHASE,-0.3833,0.5098
416,3.26,-14.5432,15.3983,1.9532,-0.3904,1.1467,-0.3811,2.372,1.53,2.327,-15.3589,16.6925,0.2,-0.0279,0.6724,0.0,-0.2684,0.9388,-0.3862,1.05,0.3604,1,1,0,0.737,0.366,0.634,0,0,0.0,2,DESCENT_PHASE,-0.3624,0.4743
417,3.267,-14.5506,15.4206,1.9456,-0.3682,1.1135,-0.3817,2.364,1.519,2.314,-15.3594,16.706,0.2,-0.0282,0.6781,0.0,-0.2686,0.9404,-0.3822,1.05,0.3457,1,1,0,0.733,0.365,0.635,0,0,0.0,2,DESCENT_PHASE,-0.34,0.4354
418,3.275,-14.5575,15.4422,1.938,-0.3452,1.0802,-0.3826,2.357,1.509,2.301,-15.36,16.7197,0.2,-0.0284,0.6837,0.0,-0.2689,0.942,-0.3779,1.05,0.3523,1,1,0,0.734,0.365,0.635,0,0,0.0,2,DESCENT_PHASE,-0.3169,0.3965
419,3.283,-14.564,15.4631,1.9303,-0.3245,1.0457,-0.3822,2.349,1.499,2.29,-15.3606,16.7335,0.2,-0.0287,0.6892,0.0,-0.2689,0.9432,-0.375,1.05,0.3929,1,1,0,0.74,0.37,0.63,0,0,0.0,2,DESCENT_PHASE,-0.2958,0.3565
420,3.291,-14.57,15.4833,1.9227,-0.3033,1.0116,-0.3818,2.341,1.491,2.278,-15.3611,16.7474,0.2,-0.0288,0.6947,0.0,-0.2689,0.9443,-0.3722,1.05,0.3669,1,1,0,0.74,0.376,0.624,0,0,0.0,2,DESCENT_PHASE,-0.2744,0.3169
421,3.299,-14.5757,15.5029,1.9151,-0.2824,0.9808,-0.3806,2.334,1.484,2.268,-15.3617,16.7614,0.2,-0.0291,0.7002,0.0,-0.2689,0.945,-0.3704,1.05,0.38,1,1,0,0.746,0.377,0.623,0,0,0.0,2,DESCENT_PHASE,-0.2533,0.2806
422,3.306,-14.581,15.522,1.9075,-0.2642,0.9521,-0.3793,2.326,1.477,2.258,-15.3623,16.7755,0.2,-0.0293,0.7056,0.0,-0.2686,0.9457,-0.3688,1.05,0.3613,1,1,0,0.747,0.375,0.625,0,0,0.0,2,DESCENT_PHASE,-0.2349,0.2465
423,3.314,-14.5859,15.5405,1.8999,-0.2453,0.9265,-0.3783,2.319,1.471,2.248,-15.3629,16.7897,0.2,-0.0296,0.711,0.0,-0.2687,0.9463,-0.3671,1.05,0.3904,1,1,0,0.753,0.374,0.626,0,0,0.0,2,DESCENT_PHASE,-0.2157,0.2155
424,3.321,-14.5905,15.5586,1.8924,-0.2287,0.9029,-0.3764,2.312,1.466,2.239,-15.3635,16.804,0.2,-0.0298,0.7164,0.0,-0.2684,0.9467,-0.3665,1.05,0.3535,1,1,0,0.754,0.384,0.616,0,0,0.0,2,DESCENT_PHASE,-0.1989,0.1865
425,3.329,-14.5947,15.5762,1.8849,-0.2137,0.8838,-0.3744,2.304,1.461,2.23,-15.3641,16.8185,0.2,-0.03,0.7216,0.0,-0.2681,0.9469,-0.3662,1.05,0.3816,1,1,0,0.759,0.387,0.613,0,0,0.0,2,DESCENT_PHASE,-0.1837,0.1622
426,3.337,-14.5988,15.5936,1.8775,-0.2015,0.8668,-0.3724,2.297,1.457,2.222,-15.3647,16.833,0.2,-0.0302,0.727,0.0,-0.2674,0.9471,-0.366,1.05,0.3445,1,1,0,0.76,0.39,0.61,0,0,0.0,2,DESCENT_PHASE,-0.1713,0.1398
427,3.344,-14.6026,15.6107,1.87,-0.1911,0.8543,-0.3704,2.29,1.453,2.214,-15.3653,16.8476,0.2,-0.0304,0.7321,0.0,-0.2668,0.9473,-0.366,1.05,0.3727,1,1,0,0.766,0.396,0.604,0,0,0.0,2,DESCENT_PHASE,-0.1606,0.1221
428,3.352,-14.6062,15.6275,1.8627,-0.1834,0.8436,-0.3685,2.283,1.45,2.206,-15.3659,16.8624,0.2,-0.0306,0.7375,0.0,-0.2658,0.9475,-0.3661,1.05,0.3291,1,1,2,0.767,0.395,0.605,0,0,0.0,2,DESCENT_PHASE,-0.1527,0.1061
429,3.359,-14.6098,15.6442,1.8564,-0.1761,0.8358,-0.3134,2.277,1.447,2.199,-15.3665,16.8772,0.2,-0.0309,0.7425,0.0,-0.259,0.9262,-0.4214,1.05,0.3717,1,1,2,0.771,0.404,0.596,0,0,0.0,2,DESCENT_PHASE,-0.1452,0.0933
430,3.366,-14.6132,15.6608,1.8509,-0.1714,0.8299,-0.2779,2.271,1.444,2.193,-15.3672,16.8922,0.2,-0.031,0.7477,0.0,-0.2538,0.9121,-0.454,1.05,0.3864,1,1,2,0.78,0.413,0.587,0,0,0.0,2,DESCENT_PHASE,-0.1404,0.0822
431,3.374,-14.6166,15.6774,1.8458,-0.1704,0.8295,-0.2541,2.266,1.441,2.188,-15.3678,16.9073,0.2,-0.0313,0.7527,0.0,-0.2499,0.9027,-0.4746,1.05,0.3675,1,1,2,0.786,0.415,0.585,0,0,0.0,2,DESCENT_PHASE,-0.1391,0.0767
432,3.382,-14.62,15.6941,1.841,-0.1695,0.8357,-0.2372,2.262,1.438,2.182,-15.3684,16.9224,0.2,-0.0315,0.7578,0.0,-0.2469,0.8961,-0.4885,1.05,0.3862,1,1,2,0.793,0.423,0.577,0,0,0.0,2,DESCENT_PHASE,-0.138,0.0779
433,3.389,-14.6234,15.7111,1.8365,-0.1726,0.8468,-0.2257,2.258,1.435,2.177,-15.369,16.9377,0.2,-0.0317,0.7628,0.0,-0.2442,0.8918,-0.4976,1.05,0.3694,1,1,2,0.799,0.424,0.576,0,0,0.0,2,DESCENT_PHASE,-0.1409,0.084
434,3.397,-14.627,15.7284,1.8322,-0.1756,0.8642,-0.218,2.253,1.432,2.171,-15.3697,16.953,0.2,-0.0319,0.7677,0.0,-0.2423,0.889,-0.5035,1.05,0.3334,1,1,2,0.801,0.424,0.576,0,0,0.0,2,DESCENT_PHASE,-0.1437,0.0965
435,3.405,-14.6306,15.7461,1.8279,-0.182,0.8865,-0.2138,2.249,1.429,2.166,-15.3703,16.9685,0.2,-0.0321,0.7727,0.0,-0.2404,0.8876,-0.5068,1.05,0.3614,1,1,2,0.804,0.422,0.578,0,0,0.0,2,DESCENT_PHASE,-0.1499,0.1138
436,3.412,-14.6344,15.7643,1.8236,-0.1903,0.9105,-0.2115,2.245,1.425,2.16,-15.371,16.984,0.2,-0.0323,0.7775,0.0,-0.2387,0.8871,-0.5085,1.05,0.3411,1,1,2,0.806,0.426,0.574,0,0,0.0,2,DESCENT_PHASE,-0.158,0.133
437,3.42,-14.6384,15.7831,1.8194,-0.1983,0.9382,-0.2108,2.241,1.42,2.154,-15.3716,16.9997,0.2,-0.0325,0.7824,0.0,-0.2373,0.8871,-0.5091,1.05,0.3428,1,1,2,0.808,0.428,0.572,0,0,0.0,2,DESCENT_PHASE,-0.1658,0.1558
438,3.428,-14.6425,15.8024,1.8152,-0.2075,0.9677,-0.2111,2.237,1.416,2.148,-15.3723,17.0154,0.2,-0.0327,0.7872,0.0,-0.236,0.8876,-0.509,1.05,0.3338,1,1,2,0.808,0.432,0.568,0,0,0.0,2,DESCENT_PHASE,-0.1748,0.1806
439,3.436,-14.6468,15.8224,1.811,-0.2152,0.9987,-0.2122,2.233,1.41,2.141,-15.3729,17.0313,0.2,-0.0329,0.7919,0.0,-0.235,0.8882,-0.5082,1.05,0.3526,1,1,2,0.809,0.434,0.566,0,0,0.0,2,DESCENT_PHASE,-0.1823,0.2068
440,3.443,-14.6513,15.843,1.8067,-0.2246,1.0302,-0.2138,2.229,1.404,2.134,-15.3736,17.0472,0.2,-0.0331,0.7966,0.0,-0.2339,0.8891,-0.5072,1.05,0.3424,1,1,2,0.81,0.435,0.565,0,0,0.0,2,DESCENT_PHASE,-0.1915,0.2336
441,3.451,-14.656,15.8643,1.8024,-0.2321,1.0634,-0.2157,2.225,1.398,2.126,-15.3743,17.0632,0.2,-0.0333,0.8013,0.0,-0.2332,0.89,-0.506,1.05,0.2968,1,1,2,0.808,0.431,0.569,0,0,0.0,2,DESCENT_PHASE,-0.1988,0.2621
442,3.459,-14.6608,15.8862,1.798,-0.2406,1.0971,-0.2177,2.221,1.391,2.118,-15.3749,17.0793,0.2,-0.0335,0.8059,0.0,-0.2323,0.8909,-0.5048,1.05,0.3349,1,1,2,0.808,0.431,0.569,0,0,0.0,2,DESCENT_PHASE,-0.2071,0.2913
443,3.466,-14.6658,15.9088,1.7936,-0.249,1.1278,-0.22,2.218,1.383,2.11,-15.3756,17.0955,0.2,-0.0337,0.8104,0.0,-0.2315,0.892,-0.5032,1.05,0.2955,1,1,2,0.805,0.426,0.574,0,0,0.0,2,DESCENT_PHASE,-0.2153,0.3174
444,3.474,-14.6709,15.9319,1.7892,-0.2584,1.1588,-0.2215,2.215,1.375,2.101,-15.3763,17.1118,0.2,-0.0339,0.815,0.0,-0.2305,0.8928,-0.5024,1.05,0.3253,1,1,2,0.804,0.423,0.577,0,0,0.0,2,DESCENT_PHASE,-0.2245,0.3438
445,3.482,-14.6763,15.9557,1.7847,-0.2678,1.1867,-0.2224,2.211,1.366,2.092,-15.377,17.1282,0.2,-0.034,0.8195,0.0,-0.2293,0.8933,-0.5019,1.05,0.2892,1,1,2,0.8,0.427,0.573,0,0,0.0,2,DESCENT_PHASE,-0.2338,0.3672
446,3.49,-14.6818,15.9799,1.7803,-0.2759,1.2136,-0.2228,2.208,1.357,2.083,-15.3776,17.1447,0.2,-0.0342,0.824,0.0,-0.2283,0.8936,-0.5019,1.05,0.3323,1,1,2,0.799,0.424,0.576,0,0,0.0,2,DESCENT_PHASE,-0.2416,0.3896
447,3.497,-14.6874,16.0047,1.7758,-0.2823,1.2362,-0.2228,2.205,1.347,2.073,-15.3783,17.1613,0.2,-0.0344,0.8283,0.0,-0.2273,0.8937,-0.5021,1.05,0.291,1,1,2,0.795,0.424,0.576,0,0,0.0,2,DESCENT_PHASE,-0.2479,0.4079
448,3.505,-14.6932,16.0298,1.7714,-0.288,1.2577,-0.2225,2.201,1.337,2.063,-15.379,17.1779,0.2,-0.0346,0.8327,0.0,-0.2263,0.8938,-0.5024,1.05,0.3347,1,1,2,0.793,0.424,0.576,0,0,0.0,2,DESCENT_PHASE,-0.2534,0.425
449,3.512,-14.699,16.0553,1.7669,-0.2921,1.2744,-0.2219,2.198,1.327,2.053,-15.3797,17.1947,0.2,-0.0348,0.837,0.0,-0.2255,0.8939,-0.5027,1.05,0.2977,1,1,2,0.79,0.42,0.58,0,0,0.0,2,DESCENT_PHASE,-0.2574,0.4373
450,3.521,-14.705,16.0811,1.7625,-0.2956,1.2895,-0.2211,2.194,1.317,2.043,-15.3804,17.2115,0.2,-0.035,0.8412,0.0,-0.2247,0.8938,-0.5032,1.05,0.3419,1,1,2,0.788,0.417,0.583,0,0,0.0,2,DESCENT_PHASE,-0.2607,0.4483
451,3.529,-14.7109,16.1071,1.7581,-0.2978,1.2999,-0.2204,2.191,1.306,2.033,-15.3811,17.2284,0.2,-0.0351,0.8454,0.0,-0.2239,0.8939,-0.5033,1.05,0.3235,1,1,2,0.786,0.413,0.587,0,0,0.0,2,DESCENT_PHASE,-0.2627,0.4545
452,3.541,-14.7169,16.1333,1.7537,-0.2996,1.3087,-0.2195,2.187,1.296,2.023,-15.3818,17.2454,0.2,-0.0353,0.8496,0.0,-0.2232,0.894,-0.5035,1.05,0.3649,1,1,2,0.787,0.416,0.584,0,0,0.0,2,DESCENT_PHASE,-0.2642,0.4591
453,3.549,-14.7229,16.1596,1.7493,-0.3003,1.3143,-0.2194,2.184,1.285,2.013,-15.3825,17.2625,0.2,-0.0354,0.8538,0.0,-0.2225,0.8945,-0.5028,1.05,0.3173,1,1,2,0.785,0.413,0.587,0,0,0.0,2,DESCENT_PHASE,-0.2648,0.4605
454,3.556,-14.7289,16.186,1.745,-0.3006,1.3203,-0.2185,2.18,1.274,2.003,-15.3832,17.2796,0.2,-0.0356,0.8578,0.0,-0.222,0.8946,-0.5029,1.05,0.3556,1,1,2,0.786,0.415,0.585,0,0,0.0,2,DESCENT_PHASE,-0.265,0.4625
455,3.564,-14.7349,16.2124,1.7406,-0.2998,1.3233,-0.2179,2.177,1.264,1.993,-15.384,17.2969,0.2,-0.0358,0.8618,0.0,-0.2215,0.8949,-0.5025,1.05,0.307,1,1,2,0.783,0.412,0.588,0,0,0.0,2,DESCENT_PHASE,-0.264,0.4615
456,3.572,-14.7409,16.239,1.7363,-0.2987,1.3265,-0.2174,2.173,1.253,1.983,-15.3847,17.3142,0.2,-0.036,0.8658,0.0,-0.2211,0.8953,-0.5021,1.05,0.3453,1,1,2,0.784,0.413,0.587,0,0,0.0,2,DESCENT_PHASE,-0.2627,0.4607
457,3.579,-14.7468,16.2655,1.7319,-0.2964,1.3263,-0.2172,2.17,1.243,1.973,-15.3854,17.3316,0.2,-0.0361,0.8698,0.0,-0.2208,0.8959,-0.5012,1.05,0.3155,1,1,2,0.781,0.409,0.591,0,0,0.0,2,DESCENT_PHASE,-0.2603,0.4565
458,3.587,-14.7527,16.292,1.7276,-0.2937,1.326,-0.217,2.167,1.232,1.963,-15.3861,17.349,0.2,-0.0363,0.8737,0.0,-0.2206,0.8964,-0.5003,1.05,0.3405,1,1,2,0.781,0.41,0.59,0,0,0.0,2,DESCENT_PHASE,-0.2574,0.4524
459,3.594,-14.7585,16.3185,1.7232,-0.292,1.3235,-0.2171,2.163,1.222,1.953,-15.3869,17.3666,0.2,-0.0365,0.8776,0.0,-0.2202,0.8972,-0.499,1.05,0.3161,1,1,2,0.779,0.406,0.594,0,0,0.0,2,DESCENT_PHASE,-0.2556,0.446
460,3.602,-14.7643,16.3449,1.7189,-0.2901,1.321,-0.2168,2.16,1.212,1.943,-15.3876,17.3842,0.2,-0.0366,0.8813,0.0,-0.2198,0.8978,-0.4981,1.05,0.3329,1,1,2,0.779,0.407,0.593,0,0,0.0,2,DESCENT_PHASE,-0.2536,0.4397
461,3.609,-14.7701,16.3712,1.7146,-0.2897,1.3168,-0.2173,2.156,1.202,1.933,-15.3883,17.4019,0.2,-0.0368,0.8851,0.0,-0.2193,0.8989,-0.4964,1.05,0.3303,1,1,2,0.778,0.407,0.593,0,0,0.0,2,DESCENT_PHASE,-0.2529,0.4317
462,3.617,-14.7759,16.3975,1.7102,-0.2878,1.3121,-0.2174,2.153,1.192,1.924,-15.3891,17.4197,0.2,-0.037,0.8888,0.0,-0.2189,0.8998,-0.495,1.05,0.3442,1,1,2,0.78,0.408,0.592,0,0,0.0,2,DESCENT_PHASE,-0.2508,0.4233
463,3.624,-14.7816,16.4236,1.7059,-0.2875,1.3069,-0.217,2.149,1.182,1.915,-15.3898,17.4376,0.2,-0.0371,0.8924,0.0,-0.2181,0.9005,-0.4941,1.05,0.332,1,1,2,0.779,0.409,0.591,0,0,0.0,2,DESCENT_PHASE,-0.2504,0.4145
464,3.632,-14.7873,16.4497,1.7015,-0.2853,1.3021,-0.2168,2.146,1.173,1.905,-15.3906,17.4555,0.2,-0.0372,0.8961,0.0,-0.2177,0.9012,-0.4929,1.05,0.3524,1,1,2,0.781,0.407,0.593,0,0,0.0,2,DESCENT_PHASE,-0.248,0.406
465,3.64,-14.793,16.4756,1.6972,-0.2843,1.2968,-0.2167,2.143,1.163,1.896,-15.3913,17.4735,0.2,-0.0373,0.8996,0.0,-0.217,0.902,-0.4918,1.05,0.3401,1,1,2,0.781,0.409,0.591,0,0,0.0,2,DESCENT_PHASE,-0.247,0.3972
466,3.647,-14.7987,16.5014,1.6929,-0.282,1.2925,-0.217,2.139,1.154,1.887,-15.392,17.4915,0.2,-0.0375,0.9031,0.0,-0.2167,0.9029,-0.4902,1.05,0.3519,1,1,2,0.783,0.412,0.588,0,0,0.0,2,DESCENT_PHASE,-0.2445,0.3894
467,3.655,-14.8043,16.5272,1.6885,-0.2816,1.2884,-0.2167,2.136,1.145,1.878,-15.3928,17.5097,0.2,-0.0377,0.9066,0.0,-0.2159,0.9036,-0.4893,1.05,0.3373,1,1,2,0.783,0.415,0.585,0,0,0.0,2,DESCENT_PHASE,-0.244,0.3819
468,3.662,-14.8099,16.5529,1.6842,-0.2796,1.2855,-0.2165,2.133,1.136,1.869,-15.3936,17.5279,0.2,-0.0378,0.91,0.0,-0.2154,0.9042,-0.4883,1.05,0.3502,1,1,2,0.786,0.415,0.585,0,0,0.0,2,DESCENT_PHASE,-0.2419,0.3755
469,3.67,-14.8155,16.5786,1.6799,-0.2792,1.2829,-0.2164,2.13,1.127,1.86,-15.3943,17.5461,0.2,-0.038,0.9133,0.0,-0.2148,0.9049,-0.4873,1.05,0.3354,1,1,2,0.787,0.42,0.58,0,0,0.0,2,DESCENT_PHASE,-0.2413,0.3695
470,3.678,-14.821,16.6042,1.6755,-0.2769,1.2815,-0.2163,2.127,1.119,1.852,-15.3951,17.5645,0.2,-0.0381,0.9167,0.0,-0.2145,0.9055,-0.4863,1.05,0.3534,1,1,2,0.79,0.421,0.579,0,0,0.0,2,DESCENT_PHASE,-0.2388,0.3649
471,3.686,-14.8265,16.6298,1.6712,-0.2757,1.2807,-0.2162,2.124,1.11,1.843,-15.3958,17.5829,0.2,-0.0382,0.9199,0.0,-0.2139,0.9061,-0.4855,1.05,0.3381,1,1,2,0.792,0.422,0.578,0,0,0.0,2,DESCENT_PHASE,-0.2375,0.3607
472,3.693,-14.832,16.6555,1.6669,-0.2731,1.2817,-0.2161,2.121,1.102,1.834,-15.3966,17.6013,0.2,-0.0383,0.9232,0.0,-0.2137,0.9066,-0.4847,1.05,0.3433,1,1,2,0.794,0.425,0.575,0,0,0.0,2,DESCENT_PHASE,-0.2347,0.3585
473,3.701,-14.8374,16.6811,1.6626,-0.272,1.2837,-0.2166,2.118,1.093,1.826,-15.3974,17.6198,0.2,-0.0385,0.9263,0.0,-0.2134,0.9073,-0.4835,1.05,0.3305,1,1,2,0.794,0.423,0.577,0,0,0.0,2,DESCENT_PHASE,-0.2336,0.3574
474,3.708,-14.8428,16.7069,1.6582,-0.2696,1.287,-0.2163,2.114,1.085,1.817,-15.3982,17.6384,0.2,-0.0386,0.9295,0.0,-0.2132,0.9076,-0.4831,1.05,0.3484,1,1,2,0.797,0.427,0.573,0,0,0.0,2,DESCENT_PHASE,-0.231,0.3575
475,3.716,-14.8482,16.7327,1.6539,-0.269,1.2906,-0.2161,2.111,1.076,1.809,-15.3989,17.6571,0.2,-0.0387,0.9325,0.0,-0.2128,0.9079,-0.4827,1.05,0.3369,1,1,2,0.797,0.427,0.573,0,0,0.0,2,DESCENT_PHASE,-0.2303,0.3581
476,3.723,-14.8535,16.7586,1.6496,-0.2668,1.2957,-0.2165,2.108,1.067,1.8,-15.3997,17.6758,0.2,-0.0389,0.9356,0.0,-0.2128,0.9084,-0.4818,1.05,0.3375,1,1,2,0.798,0.426,0.574,0,0,0.0,2,DESCENT_PHASE,-0.2279,0.3601
477,3.731,-14.8589,16.7846,1.6453,-0.266,1.3013,-0.2163,2.105,1.059,1.792,-15.4005,17.6946,0.2,-0.039,0.9384,0.0,-0.2125,0.9086,-0.4815,1.05,0.3248,1,1,2,0.798,0.426,0.574,0,0,0.0,2,DESCENT_PHASE,-0.227,0.3629
478,3.738,-14.8641,16.8108,1.6409,-0.2639,1.3072,-0.2162,2.102,1.05,1.783,-15.4013,17.7134,0.2,-0.0391,0.9414,0.0,-0.2125,0.9087,-0.4812,1.05,0.3406,1,1,2,0.799,0.427,0.573,0,0,0.0,2,DESCENT_PHASE,-0.2248,0.3659
479,3.746,-14.8694,16.837,1.6366,-0.2636,1.3126,-0.2161,2.098,1.042,1.775,-15.402,17.7323,0.2,-0.0392,0.9442,0.0,-0.2122,0.909,-0.4809,1.05,0.3283,1,1,2,0.799,0.428,0.572,0,0,0.0,2,DESCENT_PHASE,-0.2244,0.3684
480,3.753,-14.8746,16.8634,1.6323,-0.2617,1.3186,-0.2162,2.095,1.033,1.766,-15.4028,17.7512,0.2,-0.0393,0.9471,0.0,-0.2122,0.9092,-0.4804,1.05,0.3476,1,1,2,0.801,0.43,0.57,0,0,0.0,2,DESCENT_PHASE,-0.2224,0.3715
481,3.761,-14.8799,16.8899,1.628,-0.2613,1.3241,-0.2162,2.092,1.024,1.757,-15.4036,17.7702,0.2,-0.0394,0.9498,0.0,-0.212,0.9094,-0.4801,1.05,0.3356,1,1,2,0.801,0.428,0.572,0,0,0.0,2,DESCENT_PHASE,-0.2219,0.3743
482,3.769,-14.8851,16.9165,1.6236,-0.2594,1.3306,-0.2163,2.089,1.016,1.749,-15.4044,17.7893,0.2,-0.0396,0.9525,0.0,-0.2121,0.9096,-0.4797,1.05,0.3371,1,1,2,0.801,0.426,0.574,0,0,0.0,2,DESCENT_PHASE,-0.2199,0.3781
483,3.776,-14.8902,16.9432,1.6193,-0.2593,1.3372,-0.2163,2.085,1.007,1.74,-15.4052,17.8084,0.2,-0.0397,0.9552,0.0,-0.2119,0.9098,-0.4795,1.05,0.3254,1,1,2,0.8,0.425,0.575,0,0,0.0,2,DESCENT_PHASE,-0.2196,0.382
484,3.783,-14.8954,16.9701,1.615,-0.258,1.3438,-0.2163,2.082,0.998,1.731,-15.406,17.8275,0.2,-0.0398,0.9578,0.0,-0.212,0.9099,-0.4793,1.05,0.3409,1,1,2,0.801,0.432,0.568,0,0,0.0,2,DESCENT_PHASE,-0.2182,0.386
485,3.791,-14.9006,16.9971,1.6107,-0.2588,1.3495,-0.2163,2.079,0.989,1.723,-15.4068,17.8467,0.2,-0.0399,0.9604,0.0,-0.2117,0.9101,-0.479,1.05,0.3298,1,1,2,0.799,0.428,0.572,0,0,0.0,2,DESCENT_PHASE,-0.2189,0.3892
486,3.798,-14.9057,17.0242,1.6063,-0.2581,1.3553,-0.2163,2.076,0.98,1.714,-15.4076,17.866,0.2,-0.04,0.9628,0.0,-0.2117,0.9102,-0.4788,1.05,0.3451,1,1,2,0.801,0.432,0.568,0,0,0.0,2,DESCENT_PHASE,-0.218,0.3925
487,3.806,-14.9109,17.0514,1.602,-0.259,1.3605,-0.2163,2.073,0.971,1.705,-15.4084,17.8853,0.2,-0.0401,0.9653,0.0,-0.2114,0.9104,-0.4786,1.05,0.3345,1,1,2,0.8,0.429,0.571,0,0,0.0,2,DESCENT_PHASE,-0.2189,0.3952
488,3.813,-14.9161,17.0787,1.5977,-0.2581,1.3659,-0.2171,2.069,0.962,1.697,-15.4092,17.9046,0.2,-0.0402,0.9677,0.0,-0.2115,0.9108,-0.4777,1.05,0.3424,1,1,2,0.801,0.432,0.568,0,0,0.0,2,DESCENT_PHASE,-0.2179,0.3982
