step,time_s,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,agl,dist_xy,dist_3d,target_x,target_y,target_z,plat_vel_x,plat_vel_y,plat_vel_z,cmd_vx,cmd_vy,cmd_vz,cmd_speed,cmd_yaw,landing_phase,descent_phase,assist_type,collision_risk,clutter_density,navigability,escape_active,pred_escape_active,threat_acc,terrain_id,phase_reason,rel_vx_to_pad,rel_vy_to_pad,pad_frame_dx,pad_frame_dy
0,0.0,-49.6607,40.5619,0.5348,0.0,0.0,0.0,0.071,15.921,15.925,-63.6425,32.9465,0.2,0.0,0.0,0.0,-0.048,-0.0011,0.048,0.0679,-0.8412,0,0,0,0.979,0.649,0.351,0,0,0.0,1,SEARCH_PHASE,0.0,0.0,13.9818,7.6153
1,0.005,-49.6607,40.5619,0.5352,0.0,0.0,0.0186,0.071,15.921,15.925,-63.6425,32.9465,0.2,0.0,0.0,0.0,-0.096,-0.0016,0.096,0.1358,-0.8371,0,0,0,0.978,0.642,0.358,0,0,0.0,1,SEARCH_PHASE,0.0,0.0,13.9818,7.6153
2,0.008,-49.6607,40.5619,0.5361,0.0,0.0,0.0478,0.072,15.921,15.925,-63.6425,32.9465,0.2,0.0,0.0,0.0,-0.144,-0.0017,0.144,0.2036,-0.8346,0,0,0,0.978,0.642,0.358,0,0,0.0,1,SEARCH_PHASE,0.0,0.0,13.9818,7.6153
3,0.011,-49.6608,40.5619,0.5378,-0.003,-0.0,0.0844,0.074,15.921,15.925,-63.6425,32.9465,0.2,0.0,0.0,0.0,-0.192,-0.0004,0.192,0.2715,-0.83,0,0,0,0.978,0.637,0.363,0,0,1.0,1,SEARCH_PHASE,-0.003,-0.0,13.9817,7.6153
4,0.015,-49.6609,40.5619,0.5403,-0.006,-0.0001,0.1255,0.076,15.921,15.925,-63.6425,32.9465,0.2,0.0,0.0,0.0,-0.2399,0.0012,0.24,0.3394,-0.8177,0,0,0,0.978,0.631,0.369,0,0,2.0,1,SEARCH_PHASE,-0.006,-0.0001,13.9816,7.6153
5,0.018,-49.6611,40.5619,0.5437,-0.0123,-0.0004,0.1699,0.079,15.921,15.925,-63.6425,32.9465,0.2,0.0,0.0,0.0,-0.2878,0.0047,0.288,0.4072,-0.8409,0,0,0,0.978,0.611,0.389,0,0,3.0,1,SEARCH_PHASE,-0.0123,-0.0004,13.9814,7.6153
6,0.021,-49.6615,40.5619,0.5481,-0.0213,0.0,0.2164,0.084,15.92,15.924,-63.6425,32.9465,0.2,0.0,0.0,0.0,-0.3357,0.0072,0.336,0.4751,-0.8049,0,0,0,0.976,0.598,0.402,0,0,4.0,1,SEARCH_PHASE,-0.0213,0.0,13.9809,7.6153
7,0.024,-49.6623,40.5618,0.5533,-0.0366,-0.0016,0.2638,0.089,15.92,15.924,-63.6425,32.9465,0.2,0.0,0.0,0.0,-0.3835,0.0116,0.384,0.5429,-0.8289,0,0,0,0.976,0.592,0.408,0,0,5.0,1,SEARCH_PHASE,-0.0366,-0.0016,13.9802,7.6153
8,0.027,-49.6634,40.5618,0.5596,-0.0542,-0.0021,0.3122,0.095,15.919,15.923,-63.6425,32.9465,0.2,0.0,0.0,0.0,-0.4312,0.0172,0.432,0.6106,-0.7927,0,0,0,0.976,0.593,0.407,0,0,6.0,1,SEARCH_PHASE,-0.0542,-0.0021,13.9791,7.6153
9,0.03,-49.6649,40.5617,0.5668,-0.0775,-0.0042,0.3606,0.102,15.917,15.922,-63.6425,32.9465,0.2,0.0,0.0,0.0,-0.4788,0.0238,0.48,0.6784,-0.8172,0,0,0,0.976,0.626,0.374,0,0,7.0,1,SEARCH_PHASE,-0.0775,-0.0042,13.9776,7.6152
10,0.033,-49.667,40.5616,0.575,-0.1026,-0.0047,0.4096,0.111,15.916,15.92,-63.6425,32.9465,0.2,0.0,0.0,0.0,-0.5263,0.0303,0.528,0.7461,-0.781,0,0,0,0.974,0.62,0.38,0,0,8.0,1,SEARCH_PHASE,-0.1026,-0.0047,13.9755,7.6151
11,0.036,-49.6696,40.5615,0.5841,-0.1331,-0.0064,0.4582,0.12,15.913,15.918,-63.6425,32.9465,0.2,0.0,0.0,0.0,-0.5736,0.0386,0.576,0.8138,-0.8058,0,0,0,0.974,0.606,0.394,0,0,9.0,1,SEARCH_PHASE,-0.1331,-0.0064,13.9729,7.6149
12,0.039,-49.6729,40.5614,0.5943,-0.1647,-0.0062,0.5072,0.13,15.91,15.915,-63.6425,32.9465,0.2,0.0,0.0,0.0,-0.6208,0.0471,0.624,0.8815,-0.7684,0,0,0,0.974,0.597,0.403,0,0,10.0,1,SEARCH_PHASE,-0.1647,-0.0062,13.9696,7.6148
13,0.043,-49.6769,40.5612,0.6054,-0.2013,-0.0067,0.5558,0.141,15.907,15.912,-63.6425,32.9465,0.2,0.0,0.0,0.0,-0.6676,0.0579,0.672,0.949,-0.7931,0,0,0,0.972,0.571,0.429,0,0,11.0,1,SEARCH_PHASE,-0.2013,-0.0067,13.9655,7.6147
14,0.046,-49.6818,40.5611,0.6175,-0.2401,-0.0049,0.6047,0.153,15.902,15.908,-63.6425,32.9465,0.2,0.0,0.0,0.0,-0.7143,0.069,0.72,1.0166,-0.7573,0,0,0,0.972,0.558,0.442,0,0,12.0,1,SEARCH_PHASE,-0.2401,-0.0049,13.9607,7.6146
15,0.049,-49.6874,40.5611,0.6306,-0.2846,-0.0032,0.6526,0.166,15.897,15.903,-63.6425,32.9465,0.2,0.0,0.0,0.0,-0.7605,0.0819,0.768,1.084,-0.7824,0,0,0,0.969,0.554,0.446,0,0,11.5,1,SEARCH_PHASE,-0.2846,-0.0032,13.955,7.6145
16,0.052,-49.6941,40.5611,0.6446,-0.3308,0.0012,0.7007,0.18,15.892,15.898,-63.6425,32.9465,0.2,0.0,0.0,0.0,-0.8064,0.0959,0.816,1.1513,-0.7467,0,0,0,0.969,0.554,0.446,0,0,11.0,1,SEARCH_PHASE,-0.3308,0.0012,13.9484,7.6146
17,0.055,-49.7017,40.5612,0.6595,-0.3823,0.0057,0.7478,0.195,15.885,15.892,-63.6425,32.9465,0.2,0.0,0.0,0.0,-0.8529,0.1081,0.864,1.2188,-0.7721,0,0,0,0.915,0.576,0.424,0,0,10.5,1,SEARCH_PHASE,-0.3823,0.0057,13.9408,7.6147
18,0.058,-49.7104,40.5615,0.6754,-0.4347,0.0134,0.795,0.211,15.877,15.884,-63.6425,32.9465,0.2,0.0,0.0,0.0,-0.8995,0.1194,0.912,1.2865,-0.7368,0,0,0,0.912,0.571,0.429,0,0,10.0,1,SEARCH_PHASE,-0.4347,0.0134,13.9321,7.6149
19,0.061,-49.7202,40.5619,0.6922,-0.4919,0.0215,0.841,0.228,15.869,15.877,-63.6425,32.9465,0.2,0.0,0.0,0.0,-0.9457,0.1324,0.96,1.3541,-0.7653,0,0,0,0.907,0.556,0.444,0,0,9.5,1,SEARCH_PHASE,-0.4919,0.0215,13.9223,7.6154
20,0.063,-49.7312,40.5626,0.71,-0.5494,0.033,0.8873,0.246,15.86,15.868,-63.6425,32.9465,0.2,0.0,0.0,0.0,-0.9922,0.1445,1.008,1.4218,-0.7305,0,0,0,0.905,0.555,0.445,0,0,9.0,1,SEARCH_PHASE,-0.5494,0.033,13.9113,7.616
21,0.066,-49.7434,40.5635,0.7287,-0.61,0.0449,0.9329,0.264,15.849,15.858,-63.6425,32.9465,0.2,0.0,0.0,0.0,-1.0383,0.158,1.056,1.4893,-0.7558,0,0,0,0.899,0.54,0.46,0,0,8.5,1,SEARCH_PHASE,-0.61,0.0449,13.8991,7.6169
22,0.069,-49.7568,40.5647,0.7482,-0.6693,0.0601,0.9789,0.284,15.838,15.848,-63.6425,32.9465,0.2,0.0,0.0,0.0,-1.0846,0.1704,1.104,1.557,-0.7219,0,0,0,0.897,0.541,0.459,0,0,8.0,1,SEARCH_PHASE,-0.6693,0.0601,13.8857,7.6181
23,0.072,-49.7714,40.5662,0.7687,-0.7312,0.076,1.0242,0.304,15.826,15.836,-63.6425,32.9465,0.2,0.0,0.0,0.0,-1.1306,0.184,1.152,1.6246,-0.7466,0,0,0,0.891,0.526,0.474,0,0,6.0,1,SEARCH_PHASE,-0.7312,0.076,13.8711,7.6196
24,0.075,-49.7873,40.5681,0.7901,-0.791,0.0953,1.0698,0.326,15.813,15.824,-63.6425,32.9465,0.2,0.0,0.0,0.0,-1.1769,0.1969,1.2,1.6923,-0.7254,0,0,0,0.89,0.527,0.473,0,0,4.0,1,SEARCH_PHASE,-0.791,0.0953,13.8552,7.6216
25,0.078,-49.8043,40.5704,0.8124,-0.8529,0.1155,1.1149,0.348,15.799,15.811,-63.6425,32.9465,0.2,0.0,0.0,0.0,-1.2225,0.2117,1.248,1.7598,-0.7547,0,0,0,0.886,0.52,0.48,0,0,2.0,1,SEARCH_PHASE,-0.8529,0.1155,13.8382,7.6239
26,0.081,-49.8226,40.5732,0.8356,-0.9126,0.1379,1.1606,0.371,15.785,15.797,-63.6425,32.9465,0.2,0.0,0.0,0.0,-1.2683,0.2261,1.296,1.8274,-0.7231,0,0,0,0.886,0.529,0.471,0,0,0.0,1,SEARCH_PHASE,-0.9126,0.1379,13.8199,7.6266
27,0.085,-49.842,40.5763,0.8597,-0.9728,0.1597,1.2064,0.395,15.769,15.783,-63.6425,32.9465,0.2,0.0,0.0,0.0,-1.3134,0.2427,1.344,1.8948,-0.746,0,0,0,0.882,0.524,0.476,0,0,0.0,1,SEARCH_PHASE,-0.9728,0.1597,13.8005,7.6298
28,0.088,-49.8626,40.58,0.8848,-1.0289,0.1832,1.253,0.42,15.753,15.768,-63.6425,32.9465,0.2,0.0,0.0,0.0,-1.3586,0.2588,1.392,1.9622,-0.719,0,0,0,0.883,0.534,0.466,0,0,0.0,1,SEARCH_PHASE,-1.0289,0.1832,13.7799,7.6335
29,0.091,-49.8843,40.5841,0.9108,-1.0849,0.2061,1.2996,0.446,15.736,15.752,-63.6425,32.9465,0.2,0.0,0.0,0.0,-1.4029,0.2774,1.44,2.0294,-0.7406,0,0,0,0.879,0.53,0.47,0,0,0.0,1,SEARCH_PHASE,-1.0849,0.2061,13.7582,7.6376
30,0.095,-49.907,40.5887,0.9377,-1.1362,0.2303,1.3468,0.473,15.718,15.736,-63.6425,32.9465,0.2,0.0,0.0,0.0,-1.447,0.2962,1.488,2.0966,-0.7256,0,0,0,0.88,0.539,0.461,0,0,0.0,1,SEARCH_PHASE,-1.1362,0.2303,13.7355,7.6422
31,0.098,-49.9308,40.5938,0.9656,-1.1873,0.2537,1.3943,0.501,15.7,15.719,-63.6425,32.9465,0.2,0.0,0.0,0.0,-1.4896,0.3183,1.536,2.1632,-0.7454,0,0,0,0.877,0.536,0.464,0,0,0.0,1,SEARCH_PHASE,-1.1873,0.2537,13.7117,7.6473
32,0.102,-49.9554,40.5993,0.9945,-1.2337,0.2769,1.4424,0.53,15.681,15.701,-63.6425,32.9465,0.2,0.0,0.0,0.0,-1.5323,0.3403,1.584,2.23,-0.7129,0,0,0,0.876,0.54,0.46,0,0,0.0,1,SEARCH_PHASE,-1.2337,0.2769,13.6871,7.6528
33,0.105,-49.981,40.6053,1.0243,-1.28,0.2978,1.4905,0.56,15.662,15.683,-63.6425,32.9465,0.2,0.0,0.0,0.0,-1.5734,0.3651,1.632,2.2961,-0.7313,0,0,0,0.872,0.534,0.466,0,0,0.0,1,SEARCH_PHASE,-1.28,0.2978,13.6614,7.6588
34,0.109,-50.0075,40.6117,1.0551,-1.3226,0.3189,1.539,0.591,15.642,15.665,-63.6425,32.9465,0.2,0.0,0.0,0.0,-1.6146,0.3897,1.68,2.3625,-0.7049,0,0,0,0.872,0.509,0.491,0,0,0.0,1,SEARCH_PHASE,-1.3226,0.3189,13.635,7.6652
35,0.112,-50.0348,40.6185,1.0868,-1.3659,0.3383,1.5871,0.622,15.621,15.647,-63.6425,32.9465,0.2,0.0,0.0,0.0,-1.654,0.4171,1.7,2.4083,-0.7222,0,0,0,0.868,0.511,0.489,0,0,0.0,1,SEARCH_PHASE,-1.3659,0.3383,13.6077,7.6719
36,0.116,-50.0629,40.6256,1.1193,-1.4032,0.3572,1.6255,0.655,15.6,15.628,-63.6425,32.9465,0.2,0.0,0.0,0.0,-1.6942,0.4433,1.7,2.4407,-0.6845,0,0,0,0.864,0.508,0.492,0,0,0.0,1,SEARCH_PHASE,-1.4032,0.3572,13.5796,7.6791
37,0.119,-50.0916,40.6331,1.1523,-1.4384,0.3734,1.6503,0.688,15.579,15.608,-63.6425,32.9465,0.2,0.0,0.0,0.0,-1.7331,0.4715,1.7,2.473,-0.704,0,0,0,0.857,0.515,0.485,0,0,0.0,1,SEARCH_PHASE,-1.4384,0.3734,13.5508,7.6865
38,0.123,-50.1211,40.6409,1.1856,-1.4711,0.3905,1.6665,0.721,15.557,15.589,-63.6425,32.9465,0.2,0.0,0.0,0.0,-1.7727,0.4986,1.7,2.5062,-0.6812,0,0,0,0.855,0.515,0.485,0,0,0.0,1,SEARCH_PHASE,-1.4711,0.3905,13.5214,7.6943
39,0.126,-50.1512,40.649,1.2192,-1.5047,0.4066,1.6767,0.755,15.535,15.569,-63.6425,32.9465,0.2,0.0,0.0,0.0,-1.811,0.5275,1.7,2.5393,-0.6944,0,0,0,0.849,0.505,0.495,0,0,0.0,1,SEARCH_PHASE,-1.5047,0.4066,13.4913,7.7025
40,0.129,-50.1819,40.6575,1.2529,-1.5354,0.4234,1.6835,0.789,15.513,15.548,-63.6425,32.9465,0.2,0.0,0.0,0.0,-1.8522,0.5521,1.7,2.574,-0.6587,0,0,0,0.842,0.489,0.511,0,0,0.0,1,SEARCH_PHASE,-1.5354,0.4234,13.4606,7.7109
41,0.133,-50.2132,40.6663,1.2866,-1.567,0.4397,1.6882,0.823,15.49,15.528,-63.6425,32.9465,0.2,0.0,0.0,0.0,-1.8926,0.578,1.7,2.6089,-0.6856,0,0,0,0.836,0.475,0.525,0,0,0.0,1,SEARCH_PHASE,-1.567,0.4397,13.4293,7.7197
42,0.136,-50.2452,40.6754,1.3204,-1.5986,0.458,1.6913,0.857,15.467,15.507,-63.6425,32.9465,0.2,0.0,0.0,0.0,-1.9382,0.5932,1.7,2.6455,-0.645,0,0,0,0.828,0.46,0.54,0,0,0.0,1,SEARCH_PHASE,-1.5986,0.458,13.3973,7.7289
43,0.14,-50.2778,40.6849,1.3543,-1.6314,0.4761,1.6936,1.354,15.443,15.486,-63.6425,32.9465,0.2,0.0,0.0,0.0,-1.9818,0.6133,1.7,2.6821,-0.6879,0,0,0,0.824,0.459,0.541,0,0,0.0,1,SEARCH_PHASE,-1.6314,0.4761,13.3647,7.7384
44,0.144,-50.3111,40.6949,1.3882,-1.6651,0.4967,1.6949,1.388,15.42,15.465,-63.6425,32.9465,0.2,0.0,0.0,0.0,-2.0297,0.6145,1.7,2.718,-0.6401,0,0,0,0.817,0.444,0.556,0,0,0.0,1,SEARCH_PHASE,-1.6651,0.4967,13.3314,7.7483
45,0.147,-50.3451,40.7052,1.4221,-1.6986,0.516,1.6958,1.422,15.395,15.444,-63.6425,32.9465,0.2,0.0,0.0,0.0,-2.0774,0.6204,1.7,2.7551,-0.6794,0,0,0,0.813,0.438,0.562,0,0,0.0,1,SEARCH_PHASE,-1.6986,0.516,13.2974,7.7587
46,0.15,-50.3797,40.716,1.456,-1.7327,0.5375,1.6958,1.456,15.371,15.422,-63.6425,32.9465,0.2,0.0,0.0,0.0,-2.1198,0.5979,1.7,2.7823,-0.6521,0,0,0,0.804,0.423,0.577,0,0,0.0,1,SEARCH_PHASE,-1.7327,0.5375,13.2628,7.7694
47,0.154,-50.4151,40.7271,1.49,-1.7672,0.5577,1.696,1.49,15.346,15.4,-63.6425,32.9465,0.2,0.0,0.0,0.0,-2.1674,0.592,1.7,2.8175,-0.694,0,0,0,0.801,0.418,0.582,0,0,0.0,1,SEARCH_PHASE,-1.7672,0.5577,13.2274,7.7806
48,0.157,-50.4512,40.7387,1.5239,-1.8039,0.5784,1.696,1.524,15.321,15.378,-63.6425,32.9465,0.2,0.0,0.0,0.0,-2.1923,0.5509,1.7,2.8284,-0.6436,0,0,0,0.793,0.413,0.587,0,0,0.0,1,SEARCH_PHASE,-1.8039,0.5784,13.1913,7.7921
