step,time_s,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,agl,dist_xy,dist_3d,target_x,target_y,target_z,plat_vel_x,plat_vel_y,plat_vel_z,cmd_vx,cmd_vy,cmd_vz,cmd_speed,cmd_yaw,landing_phase,descent_phase,assist_type,collision_risk,clutter_density,navigability,escape_active,pred_escape_active,threat_acc,terrain_id,phase_reason,rel_vx_to_pad,rel_vy_to_pad
286,28.992,11.9031,1.391,30.481,-1.7378,-1.3178,0.5782,8.858,20.108,36.349,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.7948,-1.357,0.708,2.3588,-0.4162,0,0,0,0.0,0.0,1.0,0,0,0.0,3,SEARCH_PHASE,-1.7378,-1.3178
287,29.102,11.8684,1.3646,30.4935,-1.7389,-1.3174,0.6259,8.856,20.065,36.336,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.7948,-1.3569,0.756,2.3736,-0.3688,0,0,0,0.01,0.007,0.993,0,0,0.0,3,SEARCH_PHASE,-1.7389,-1.3174
288,29.213,11.8335,1.3382,30.5069,-1.7414,-1.3191,0.6735,8.855,20.021,36.323,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.7948,-1.3569,0.804,2.3893,-0.409,0,0,0,0.011,0.008,0.992,0,0,0.0,3,SEARCH_PHASE,-1.7414,-1.3191
289,29.324,11.7987,1.3119,30.5214,-1.7432,-1.3185,0.7212,8.856,19.977,36.311,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.8331,-1.3859,0.852,2.4509,-0.3616,0,0,0,0.024,0.017,0.983,0,0,0.0,3,SEARCH_PHASE,-1.7432,-1.3185
290,29.439,11.7637,1.2855,30.5368,-1.7463,-1.3196,0.769,8.857,19.933,36.3,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.8713,-1.4148,0.9,2.5127,-0.4014,0,0,0,0.02,0.014,0.986,0,0,0.0,3,SEARCH_PHASE,-1.7463,-1.3196
291,29.58,11.7288,1.2591,30.5531,-1.7484,-1.3177,0.8162,8.86,19.89,36.289,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.9096,-1.4438,0.948,2.5749,-0.4186,0,0,0,0.063,0.044,0.956,0,0,0.0,3,SEARCH_PHASE,-1.7484,-1.3177
292,29.858,11.6937,1.2328,30.5704,-1.7517,-1.3171,0.8646,8.863,19.846,36.28,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.9479,-1.4728,0.996,2.6373,-0.37,0,0,0,0.077,0.054,0.946,0,0,0.0,3,SEARCH_PHASE,-1.7517,-1.3171
293,30.06,11.6586,1.2064,30.5886,-1.7574,-1.3194,0.9131,8.867,19.802,36.271,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.9488,-1.4735,1.044,2.6569,-0.4075,0,0,0,0.099,0.069,0.931,0,0,0.0,3,SEARCH_PHASE,-1.7574,-1.3194
294,30.186,11.6233,1.18,30.6078,-1.763,-1.3202,0.9609,8.872,19.758,36.263,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.9476,-1.4726,1.092,2.6747,-0.3964,0,0,0,0.091,0.064,0.936,0,0,0.0,3,SEARCH_PHASE,-1.763,-1.3202
295,30.303,11.5879,1.1535,30.628,-1.7709,-1.3235,1.0085,8.879,19.714,36.256,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.9464,-1.4717,1.14,2.6933,-0.4308,0,0,0,0.123,0.086,0.914,0,0,0.0,3,SEARCH_PHASE,-1.7709,-1.3235
296,30.448,11.5523,1.127,30.6492,-1.7807,-1.328,1.0568,8.886,19.669,36.249,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.9452,-1.4708,1.188,2.7126,-0.3877,0,0,0,0.143,0.046,0.954,0,0,0.0,3,SEARCH_PHASE,-1.7807,-1.328
297,30.583,11.5165,1.1002,30.6712,-1.7916,-1.3369,1.1043,8.894,19.624,36.244,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.9439,-1.4699,1.236,2.7326,-0.3981,0,0,0,0.146,0.045,0.955,0,0,0.0,3,SEARCH_PHASE,-1.7916,-1.3369
298,30.705,11.4804,1.0733,30.6943,-1.8018,-1.346,1.1516,8.902,19.579,36.239,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.9427,-1.469,1.284,2.7533,-0.3919,0,0,0,0.125,0.087,0.913,0,0,0.0,3,SEARCH_PHASE,-1.8018,-1.346
299,30.836,11.4441,1.0462,30.7182,-1.8149,-1.3566,1.1987,8.912,19.534,36.235,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.9414,-1.4681,1.332,2.7746,-0.4066,0,0,0,0.133,0.047,0.953,0,0,0.0,3,SEARCH_PHASE,-1.8149,-1.3566
300,30.963,11.4076,1.0188,30.7431,-1.8272,-1.3676,1.2453,8.922,19.488,36.231,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.9401,-1.4672,1.38,2.7966,-0.3631,0,0,0,0.119,0.083,0.917,0,0,0.0,3,SEARCH_PHASE,-1.8272,-1.3676
301,31.084,11.3708,0.9912,30.769,-1.8421,-1.3803,1.292,8.934,19.442,36.228,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.9388,-1.4662,1.428,2.8192,-0.3955,0,0,0,0.106,0.074,0.926,0,0,0.0,3,SEARCH_PHASE,-1.8421,-1.3803
302,31.207,11.3336,0.9634,30.7958,-1.8574,-1.3902,1.3389,8.946,19.396,36.226,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.9376,-1.4653,1.38,2.7939,-0.3664,0,0,0,0.094,0.066,0.934,0,0,0.0,3,SEARCH_PHASE,-1.8574,-1.3902
303,31.349,11.2962,0.9354,30.8228,-1.8691,-1.3986,1.3508,8.958,19.349,36.224,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.9363,-1.4643,1.332,2.769,-0.4031,0,0,0,0.089,0.062,0.938,0,0,0.0,3,SEARCH_PHASE,-1.8691,-1.3986
304,31.469,11.2587,0.9074,30.8496,-1.8772,-1.4038,1.3406,8.97,19.302,36.221,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.935,-1.4634,1.284,2.7449,-0.3644,0,0,0,0.076,0.053,0.947,0,0,0.0,3,SEARCH_PHASE,-1.8772,-1.4038
305,31.584,11.221,0.8792,30.8759,-1.884,-1.4091,1.3164,8.981,19.255,36.219,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.9336,-1.4625,1.236,2.7213,-0.398,0,0,0,0.067,0.047,0.953,0,0,0.0,3,SEARCH_PHASE,-1.884,-1.4091
306,31.695,11.1832,0.8509,30.9016,-1.8887,-1.4121,1.2834,8.992,19.208,36.215,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.9323,-1.4615,1.188,2.6984,-0.3819,0,0,0,0.068,0.047,0.953,0,0,0.0,3,SEARCH_PHASE,-1.8887,-1.4121
307,31.804,11.1454,0.8226,30.9265,-1.8926,-1.4153,1.2451,9.002,19.161,36.211,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.931,-1.4605,1.14,2.6761,-0.4142,0,0,0,0.071,0.05,0.95,0,0,0.0,3,SEARCH_PHASE,-1.8926,-1.4153
308,31.913,11.1075,0.7943,30.9506,-1.8958,-1.4177,1.2034,9.0,19.114,36.207,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.9297,-1.4596,1.092,2.6545,-0.378,0,0,0,0.069,0.048,0.952,0,0,0.0,3,SEARCH_PHASE,-1.8958,-1.4177
309,32.023,11.0695,0.7659,30.9737,-1.8993,-1.4214,1.1594,9.002,19.066,36.201,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.9284,-1.4586,1.044,2.6337,-0.4098,0,0,0,0.069,0.049,0.951,0,0,0.0,3,SEARCH_PHASE,-1.8993,-1.4214
310,32.133,11.0314,0.7374,30.996,-1.9021,-1.424,1.114,9.003,19.019,36.195,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.9271,-1.4577,0.996,2.6135,-0.3737,0,0,0,0.065,0.046,0.954,0,0,0.0,3,SEARCH_PHASE,-1.9021,-1.424
311,32.244,10.9933,0.7088,31.0174,-1.9051,-1.4277,1.0677,9.004,18.971,36.189,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.9257,-1.4567,0.948,2.5941,-0.4051,0,0,0,0.065,0.046,0.954,0,0,0.0,3,SEARCH_PHASE,-1.9051,-1.4277
312,32.357,10.9552,0.6802,31.0378,-1.9073,-1.4301,1.021,9.003,18.923,36.181,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.9244,-1.4557,0.9,2.5754,-0.369,0,0,0,0.06,0.042,0.958,0,0,0.0,3,SEARCH_PHASE,-1.9073,-1.4301
313,32.473,10.917,0.6515,31.0573,-1.9097,-1.4333,0.9739,9.002,18.876,36.173,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.9231,-1.4548,0.852,2.5574,-0.4003,0,0,0,0.059,0.041,0.959,0,0,0.0,3,SEARCH_PHASE,-1.9097,-1.4333
314,32.585,10.8788,0.6229,31.0758,-1.9111,-1.4349,0.9267,8.999,18.828,36.164,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.9218,-1.4538,0.804,2.5403,-0.3639,0,0,0,0.052,0.036,0.964,0,0,0.0,3,SEARCH_PHASE,-1.9111,-1.4349
315,32.695,10.8405,0.5941,31.0934,-1.9127,-1.437,0.8793,8.996,18.78,36.154,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.9204,-1.4528,0.756,2.5239,-0.3951,0,0,0,0.046,0.032,0.968,0,0,0.0,3,SEARCH_PHASE,-1.9127,-1.437
316,32.807,10.8022,0.5654,31.11,-1.9132,-1.4372,0.8313,8.991,18.732,36.143,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.9191,-1.4518,0.708,2.5084,-0.3789,0,0,0,0.041,0.029,0.971,0,0,0.0,3,SEARCH_PHASE,-1.9132,-1.4372
317,32.916,10.764,0.5366,31.1257,-1.9138,-1.4376,0.784,8.986,18.684,36.132,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.9178,-1.4509,0.66,2.4937,-0.4094,0,0,0,0.035,0.024,0.976,0,0,0.0,3,SEARCH_PHASE,-1.9138,-1.4376
318,33.025,10.7257,0.5079,31.1404,-1.9129,-1.437,0.7368,8.98,18.636,36.12,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.9165,-1.4499,0.612,2.4798,-0.3743,0,0,0,0.025,0.017,0.983,0,0,0.0,3,SEARCH_PHASE,-1.9129,-1.437
319,33.137,10.6875,0.4791,31.1542,-1.9118,-1.4374,0.6894,8.972,18.589,36.107,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.9151,-1.4489,0.564,2.4668,-0.408,0,0,0,0.001,0.001,0.999,0,0,0.0,3,SEARCH_PHASE,-1.9118,-1.4374
320,33.247,10.6493,0.4504,31.1671,-1.9092,-1.4363,0.6418,8.964,18.541,36.093,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.9138,-1.4479,0.516,2.4547,-0.3811,0,0,0,0.0,0.0,1.0,0,0,0.0,3,SEARCH_PHASE,-1.9092,-1.4363
321,33.355,10.6112,0.4217,31.179,-1.9061,-1.4357,0.5944,8.955,18.493,36.079,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.9125,-1.447,0.468,2.4434,-0.4143,0,0,0,0.0,0.0,1.0,0,0,0.0,3,SEARCH_PHASE,-1.9061,-1.4357
322,33.464,10.5731,0.393,31.1899,-1.9029,-1.4339,0.5469,8.945,18.445,36.064,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.9112,-1.446,0.42,2.4331,-0.3783,0,0,0,0.0,0.0,1.0,0,0,0.0,3,SEARCH_PHASE,-1.9029,-1.4339
323,33.573,10.5351,0.3644,31.1999,-1.9002,-1.4329,0.4994,8.934,18.398,36.048,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.9099,-1.445,0.372,2.4236,-0.4123,0,0,0,0.0,0.0,1.0,0,0,0.0,3,SEARCH_PHASE,-1.9002,-1.4329
324,33.686,10.4972,0.3357,31.2089,-1.897,-1.4304,0.4517,8.923,18.35,36.032,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.9086,-1.444,0.324,2.4151,-0.3918,0,0,0,0.0,0.0,1.0,0,0,0.0,3,SEARCH_PHASE,-1.897,-1.4304
325,33.794,10.4593,0.3072,31.217,-1.8942,-1.4283,0.4035,8.91,18.303,36.015,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.9073,-1.443,0.276,2.4075,-0.4247,0,0,0,0.0,0.0,1.0,0,0,0.0,3,SEARCH_PHASE,-1.8942,-1.4283
326,33.906,10.4215,0.2787,31.2241,-1.8905,-1.4253,0.3562,8.896,18.255,35.997,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.906,-1.4421,0.228,2.4009,-0.3854,0,0,0,0.0,0.0,1.0,0,0,0.0,3,SEARCH_PHASE,-1.8905,-1.4253
327,34.015,10.3837,0.2502,31.2303,-1.8869,-1.4237,0.3088,8.882,18.208,35.978,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.9047,-1.4411,0.18,2.3952,-0.4152,0,0,0,0.025,0.018,0.982,0,0,0.0,3,SEARCH_PHASE,-1.8869,-1.4237
328,34.125,10.3461,0.2218,31.2355,-1.8825,-1.4211,0.2612,8.861,18.161,35.959,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.9034,-1.4401,0.132,2.3904,-0.3803,0,0,0,0.04,0.028,0.972,0,0,0.0,3,SEARCH_PHASE,-1.8825,-1.4211
329,34.237,10.3085,0.1934,31.2398,-1.8783,-1.4196,0.2137,8.836,18.114,35.939,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.9021,-1.4391,0.084,2.3866,-0.4098,0,0,0,0.052,0.036,0.964,0,0,0.0,3,SEARCH_PHASE,-1.8783,-1.4196
330,34.348,10.271,0.165,31.2431,-1.874,-1.4172,0.1656,8.811,18.067,35.918,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.9008,-1.4382,0.036,2.3838,-0.3731,0,0,0,0.052,0.036,0.964,0,0,0.0,3,SEARCH_PHASE,-1.874,-1.4172
331,34.458,10.2336,0.1367,31.2455,-1.8707,-1.4159,0.1182,8.785,18.02,35.896,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.8995,-1.4372,-0.012,2.382,-0.4043,0,0,0,0.057,0.04,0.96,0,0,0.0,3,SEARCH_PHASE,-1.8707,-1.4159
332,34.567,10.1963,0.1085,31.2469,-1.8671,-1.4136,0.0706,8.758,17.973,35.874,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.8982,-1.4362,-0.06,2.3811,-0.3675,0,0,0,0.054,0.038,0.962,0,0,0.0,3,SEARCH_PHASE,-1.8671,-1.4136
333,34.677,10.159,0.0802,31.2473,-1.8643,-1.4121,0.0231,8.731,17.926,35.851,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.8969,-1.4353,-0.108,2.3812,-0.399,0,0,0,0.057,0.04,0.96,0,0,0.0,3,SEARCH_PHASE,-1.8643,-1.4121
334,34.786,10.1218,0.052,31.2468,-1.8612,-1.4093,-0.0252,8.702,17.88,35.827,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.8957,-1.4343,-0.156,2.3822,-0.3828,0,0,0,0.056,0.039,0.961,0,0,0.0,3,SEARCH_PHASE,-1.8612,-1.4093
335,34.895,10.0846,0.0239,31.2454,-1.8589,-1.407,-0.0725,8.68,17.833,35.803,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.8944,-1.4333,-0.204,2.3843,-0.4156,0,0,0,0.059,0.042,0.958,0,0,0.0,3,SEARCH_PHASE,-1.8589,-1.407
336,35.004,10.0475,-0.0042,31.243,-1.8559,-1.4043,-0.1199,8.659,17.787,35.777,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.8931,-1.4323,-0.252,2.3873,-0.3829,0,0,0,0.057,0.04,0.96,0,0,0.0,3,SEARCH_PHASE,-1.8559,-1.4043
337,35.112,10.0104,-0.0323,31.2396,-1.8533,-1.403,-0.1674,8.636,17.74,35.751,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.8918,-1.4314,-0.3,2.3912,-0.4166,0,0,0,0.06,0.042,0.958,0,0,0.0,3,SEARCH_PHASE,-1.8533,-1.403
338,35.221,9.9734,-0.0603,31.2353,-1.8504,-1.4011,-0.2149,8.613,17.694,35.725,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.8906,-1.4304,-0.348,2.3961,-0.3814,0,0,0,0.055,0.038,0.962,0,0,0.0,3,SEARCH_PHASE,-1.8504,-1.4011
339,35.33,9.9364,-0.0883,31.2301,-1.8482,-1.4003,-0.2625,8.589,17.647,35.697,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.8893,-1.4295,-0.396,2.402,-0.4151,0,0,0,0.052,0.036,0.964,0,0,0.0,3,SEARCH_PHASE,-1.8482,-1.4003
340,35.441,9.8995,-0.1163,31.2239,-1.8454,-1.3986,-0.3102,8.563,17.601,35.669,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.888,-1.4285,-0.444,2.4088,-0.384,0,0,0,0.045,0.032,0.968,0,0,0.0,3,SEARCH_PHASE,-1.8454,-1.3986
341,35.55,9.8627,-0.1442,31.2167,-1.8432,-1.3978,-0.3578,8.537,17.555,35.64,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.8868,-1.4275,-0.492,2.4166,-0.4177,0,0,0,0.041,0.029,0.971,0,0,0.0,3,SEARCH_PHASE,-1.8432,-1.3978
342,35.663,9.8258,-0.1721,31.2086,-1.841,-1.396,-0.4054,8.51,17.508,35.61,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.8855,-1.4266,-0.54,2.4252,-0.3864,0,0,0,0.035,0.024,0.976,0,0,0.0,3,SEARCH_PHASE,-1.841,-1.396
343,35.772,9.7891,-0.2,31.1996,-1.8399,-1.3951,-0.4532,8.486,17.462,35.58,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.8842,-1.4256,-0.588,2.4348,-0.4198,0,0,0,0.017,0.012,0.988,0,0,0.0,3,SEARCH_PHASE,-1.8399,-1.3951
344,35.882,9.7523,-0.2279,31.1895,-1.8386,-1.3932,-0.5008,8.463,17.416,35.548,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.883,-1.4246,-0.636,2.4453,-0.389,0,0,0,0.017,0.012,0.988,0,0,0.0,3,SEARCH_PHASE,-1.8386,-1.3932
345,35.992,9.7155,-0.2558,31.1786,-1.8382,-1.3922,-0.5488,8.438,17.37,35.516,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.8817,-1.4237,-0.684,2.4567,-0.4217,0,0,0,0.022,0.016,0.984,0,0,0.0,3,SEARCH_PHASE,-1.8382,-1.3922
346,36.101,9.6788,-0.2836,31.1666,-1.8375,-1.3902,-0.5962,8.413,17.324,35.483,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.8804,-1.4227,-0.732,2.469,-0.3843,0,0,0,0.038,0.027,0.973,0,0,0.0,3,SEARCH_PHASE,-1.8375,-1.3902
347,36.211,9.642,-0.3113,31.1538,-1.8374,-1.3892,-0.6438,8.386,17.278,35.449,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.8792,-1.4218,-0.78,2.4822,-0.4155,0,0,0,0.039,0.028,0.972,0,0,0.0,3,SEARCH_PHASE,-1.8374,-1.3892
348,36.322,9.6053,-0.3391,31.1399,-1.8369,-1.3869,-0.6915,8.359,17.232,35.415,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.8779,-1.4208,-0.828,2.4962,-0.3972,0,0,0,0.06,0.042,0.958,0,0,0.0,3,SEARCH_PHASE,-1.8369,-1.3869
349,36.433,9.5685,-0.3668,31.1251,-1.837,-1.3853,-0.7393,8.331,17.186,35.38,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.8767,-1.4199,-0.876,2.511,-0.4228,0,0,0,0.075,0.052,0.948,0,0,0.0,3,SEARCH_PHASE,-1.837,-1.3853
350,36.542,9.5318,-0.3944,31.1094,-1.8362,-1.3833,-0.7868,8.301,17.14,35.344,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.8754,-1.4189,-0.924,2.5267,-0.3871,0,0,0,0.084,0.059,0.941,0,0,0.0,3,SEARCH_PHASE,-1.8362,-1.3833
351,36.654,9.4951,-0.4221,31.0927,-1.8357,-1.3825,-0.8344,8.271,17.094,35.307,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.8741,-1.418,-0.972,2.5432,-0.4176,0,0,0,0.093,0.065,0.935,0,0,0.0,3,SEARCH_PHASE,-1.8357,-1.3825
352,36.763,9.4584,-0.4497,31.0751,-1.8347,-1.3809,-0.8819,8.24,17.048,35.269,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.8728,-1.417,-1.02,2.5605,-0.3798,0,0,0,0.097,0.035,0.965,0,0,0.0,3,SEARCH_PHASE,-1.8347,-1.3809
353,36.874,9.4217,-0.4773,31.0565,-1.8341,-1.3803,-0.9295,8.208,17.002,35.231,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.8716,-1.4161,-1.068,2.5785,-0.4099,0,0,0,0.104,0.042,0.958,0,0,0.0,3,SEARCH_PHASE,-1.8341,-1.3803
354,36.984,9.3851,-0.5049,31.0369,-1.8329,-1.3786,-0.9773,8.175,16.956,35.191,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.8703,-1.4152,-1.116,2.5973,-0.3842,0,0,0,0.111,0.04,0.96,0,0,0.0,3,SEARCH_PHASE,-1.8329,-1.3786
355,37.094,9.3484,-0.5325,31.0164,-1.8321,-1.3776,-1.0248,8.141,16.91,35.151,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.869,-1.4142,-1.164,2.6169,-0.4142,0,0,0,0.122,0.053,0.947,0,0,0.0,3,SEARCH_PHASE,-1.8321,-1.3776
356,37.203,9.3118,-0.56,30.995,-1.8309,-1.376,-1.0723,8.106,16.865,35.11,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.8678,-1.4133,-1.212,2.6372,-0.3765,0,0,0,0.129,0.066,0.934,0,0,0.0,3,SEARCH_PHASE,-1.8309,-1.376
357,37.313,9.2752,-0.5875,30.9726,-1.8303,-1.3755,-1.1199,8.07,16.819,35.069,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.8665,-1.4124,-1.26,2.6582,-0.4061,0,0,0,0.144,0.075,0.925,0,0,0.0,3,SEARCH_PHASE,-1.8303,-1.3755
358,37.422,9.2386,-0.615,30.9492,-1.8293,-1.374,-1.1679,8.033,16.773,35.026,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.8652,-1.4114,-1.308,2.6799,-0.3734,0,0,0,0.149,0.079,0.921,0,0,0.0,3,SEARCH_PHASE,-1.8293,-1.374
359,37.532,9.202,-0.6424,30.9249,-1.8288,-1.3734,-1.2154,7.995,16.727,34.983,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.864,-1.4105,-1.356,2.7023,-0.4038,0,0,0,0.158,0.084,0.916,0,0,0.0,3,SEARCH_PHASE,-1.8288,-1.3734
360,37.644,9.1655,-0.6699,30.8997,-1.8278,-1.3718,-1.263,7.956,16.682,34.939,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.8627,-1.4096,-1.308,2.6772,-0.374,0,0,0,0.165,0.088,0.912,0,0,0.0,3,SEARCH_PHASE,-1.8278,-1.3718
361,37.757,9.1289,-0.6973,30.8742,-1.8282,-1.3717,-1.275,7.917,16.636,34.895,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.8614,-1.4087,-1.26,2.6527,-0.4086,0,0,0,0.175,0.094,0.906,0,0,0.0,3,SEARCH_PHASE,-1.8282,-1.3717
362,37.866,9.0924,-0.7247,30.8489,-1.8283,-1.3709,-1.2647,7.886,16.59,34.851,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.8602,-1.4077,-1.212,2.6288,-0.3663,0,0,0,0.179,0.096,0.904,0,0,0.0,3,SEARCH_PHASE,-1.8283,-1.3709
363,37.975,9.0558,-0.7522,30.8241,-1.8293,-1.372,-1.2405,7.866,16.544,34.807,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.8589,-1.4068,-1.164,2.6057,-0.4043,0,0,0,0.186,0.076,0.924,0,0,0.0,3,SEARCH_PHASE,-1.8293,-1.372
364,38.084,9.0192,-0.7796,30.7999,-1.8292,-1.3713,-1.2075,7.848,16.499,34.764,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.8576,-1.4059,-1.116,2.5832,-0.3596,0,0,0,0.187,0.065,0.935,0,0,0.0,3,SEARCH_PHASE,-1.8292,-1.3713
365,38.192,8.9826,-0.807,30.7765,-1.8297,-1.3722,-1.1692,7.83,16.453,34.722,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.8563,-1.4049,-1.068,2.5614,-0.3988,0,0,0,0.191,0.056,0.944,0,0,0.0,3,SEARCH_PHASE,-1.8297,-1.3722
366,38.309,8.946,-0.8344,30.754,-1.8287,-1.3705,-1.128,7.813,16.407,34.681,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.8551,-1.404,-1.02,2.5403,-0.362,0,0,0,0.179,0.073,0.927,0,0,0.0,3,SEARCH_PHASE,-1.8287,-1.3705
367,38.425,8.9095,-0.8618,30.7323,-1.8282,-1.37,-1.0838,7.797,16.362,34.64,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.8538,-1.4031,-0.972,2.5199,-0.405,0,0,0,0.171,0.094,0.906,0,0,0.0,3,SEARCH_PHASE,-1.8282,-1.37
368,38.541,8.8729,-0.8892,30.7115,-1.8259,-1.3669,-1.0384,7.781,16.316,34.6,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.8525,-1.4022,-0.924,2.5004,-0.3696,0,0,0,0.159,0.088,0.912,0,0,0.0,3,SEARCH_PHASE,-1.8259,-1.3669
369,38.657,8.8365,-0.9165,30.6917,-1.824,-1.365,-0.9921,7.767,16.27,34.561,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.8513,-1.4013,-0.876,2.4816,-0.4133,0,0,0,0.154,0.085,0.915,0,0,0.0,3,SEARCH_PHASE,-1.824,-1.365
370,38.773,8.8,-0.9437,30.6728,-1.8212,-1.3609,-0.9453,7.754,16.225,34.523,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.85,-1.4004,-0.828,2.4635,-0.3768,0,0,0,0.15,0.08,0.92,0,0,0.0,3,SEARCH_PHASE,-1.8212,-1.3609
371,38.889,8.7636,-0.9709,30.6548,-1.8198,-1.3584,-0.8982,7.741,16.18,34.486,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.8487,-1.3994,-0.78,2.4464,-0.4207,0,0,0,0.151,0.076,0.924,0,0,0.0,3,SEARCH_PHASE,-1.8198,-1.3584
372,39.005,8.7273,-0.9979,30.6378,-1.8171,-1.3539,-0.8509,7.729,16.134,34.45,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.8475,-1.3985,-0.732,2.43,-0.3759,0,0,0,0.145,0.067,0.933,0,0,0.0,3,SEARCH_PHASE,-1.8171,-1.3539
373,39.122,8.691,-1.025,30.6217,-1.8153,-1.3513,-0.8035,7.719,16.089,34.414,-4.1366,-10.7361,0.2,0.0,0.0,0.0,-1.8462,-1.3976,-0.684,2.4145,-0.42,0,0,0,0.145,0.056,0.944,0,0,0.0,3,SEARCH_PHASE,-1.8153,-1.3513
